transaction_id,user_id,device_id,merchant_id,timestamp,amount,location,is_suspicious
T00825,U0157,D0229,M054,2026-08-10 18:38:00,8571.63,Bangalore,0
T00826,U0941,D0496,M061,2026-08-26 04:44:00,5161.59,Delhi,0
T00827,U0736,D0155,M038,2026-08-02 17:13:00,4657.66,Chennai,0
T00828,U0292,D0211,M072,2026-08-27 11:52:00,2573.58,Hyderabad,0
T00829,U0981,D0229,M037,2026-08-26 23:07:00,4058.0,Chennai,0
T00830,U0902,D0115,M067,2026-08-22 23:03:00,1811.73,Pune,0
T00831,U0870,D0371,M038,2026-08-28 02:09:00,6458.32,Bangalore,0
T00832,U0899,D0489,M099,2026-08-18 08:45:00,876.93,Bangalore,0
T00833,U0940,D0247,M070,2026-08-20 18:22:00,4223.56,Bangalore,0
T00834,U0939,D0192,M027,2026-08-29 20:22:00,7796.44,Mumbai,0
T00835,U0206,D0232,M093,2026-08-02 20:58:00,3261.23,Delhi,0
T00836,U0304,D0243,M090,2026-08-11 01:10:00,1616.66,Pune,0
T00837,U0900,D0277,M083,2026-08-28 02:02:00,5795.02,Bangalore,0
T00838,U0378,D0297,M063,2026-08-18 22:42:00,1565.32,Hyderabad,0
T00839,U0235,D0319,M099,2026-08-03 05:51:00,5526.71,Hyderabad,0
T00840,U0238,D0280,M090,2026-08-20 18:34:00,7760.87,Chennai,0
T00841,U0931,D0145,M087,2026-08-26 10:54:00,2061.27,Mumbai,0
T00842,U0818,D0368,M051,2026-08-26 12:56:00,6198.37,Pune,0
T00843,U0687,D0202,M057,2026-08-04 06:15:00,2735.95,Mumbai,0
T00844,U0482,D0426,M099,2026-08-05 01:51:00,1214.05,Mumbai,0
T00845,U0584,D0263,M070,2026-08-09 16:03:00,3275.31,Delhi,0
T00846,U0822,D0088,M065,2026-08-08 16:52:00,9877.75,Delhi,0
T00847,U0992,D0487,M082,2026-08-29 08:40:00,1543.6,Bangalore,0
T00848,U0988,D0195,M051,2026-08-18 00:18:00,1644.31,Pune,0
T00849,U0238,D0133,M032,2026-08-12 01:28:00,9494.52,Chennai,0
T00850,U0990,D0223,M027,2026-08-16 14:56:00,6968.57,Bangalore,0
T00851,U0463,D0306,M086,2026-08-02 00:50:00,3385.58,Pune,0
T00852,U0701,D0184,M052,2026-08-25 20:50:00,5280.33,Hyderabad,0
T00853,U0712,D0323,M044,2026-08-01 20:05:00,3828.41,Pune,0
T00854,U0690,D0098,M058,2026-08-08 18:02:00,695.09,Chennai,0
T00855,U0959,D0432,M060,2026-08-03 09:58:00,4703.11,Bangalore,0
T00856,U0219,D0274,M060,2026-08-17 09:27:00,8656.39,Bangalore,0
T00857,U0450,D0408,M075,2026-08-11 12:29:00,9799.95,Delhi,0
T00858,U0877,D0126,M066,2026-08-23 01:22:00,8681.05,Delhi,0
T00859,U0241,D0171,M051,2026-08-23 18:50:00,9671.23,Delhi,0
T00860,U0880,D0087,M031,2026-08-12 06:13:00,9230.47,Hyderabad,0
T00861,U0492,D0326,M076,2026-08-08 03:29:00,281.89,Pune,0
T00862,U0511,D0257,M064,2026-08-11 17:59:00,9960.34,Delhi,0
T00863,U0433,D0491,M033,2026-08-29 11:31:00,2651.03,Mumbai,0
T00864,U0985,D0091,M097,2026-08-13 18:02:00,2333.27,Hyderabad,0
T00865,U0553,D0412,M043,2026-08-04 23:53:00,7325.91,Delhi,0
T00866,U0845,D0389,M055,2026-08-19 23:50:00,2479.57,Chennai,0
T00867,U0587,D0235,M068,2026-08-21 10:36:00,5468.11,Chennai,0
T00868,U0819,D0146,M100,2026-08-25 15:18:00,6872.08,Chennai,0
T00869,U0292,D0234,M093,2026-08-07 03:43:00,4357.64,Chennai,0
T00870,U0822,D0365,M046,2026-08-15 10:47:00,771.36,Delhi,0
T00871,U0887,D0136,M049,2026-08-15 10:54:00,8411.27,Chennai,0
T00872,U0895,D0091,M066,2026-08-19 20:14:00,9615.84,Hyderabad,0
T00873,U0604,D0457,M061,2026-08-07 21:58:00,7813.17,Bangalore,0
T00874,U0285,D0170,M029,2026-08-28 20:26:00,6207.77,Delhi,0
T00875,U0731,D0389,M055,2026-08-28 03:23:00,2398.61,Pune,0
T00876,U0177,D0259,M036,2026-08-22 16:34:00,1427.46,Delhi,0
T00877,U0631,D0440,M073,2026-08-09 08:57:00,8536.08,Mumbai,0
T00878,U0636,D0146,M046,2026-08-09 19:05:00,2340.1,Mumbai,0
T00879,U0933,D0083,M060,2026-08-19 19:09:00,2303.29,Pune,0
T00880,U0358,D0463,M052,2026-08-04 00:14:00,1853.07,Mumbai,0
T00881,U0782,D0326,M067,2026-08-21 19:45:00,8887.11,Mumbai,0
T00882,U0565,D0473,M031,2026-08-28 16:01:00,7379.78,Mumbai,0
T00883,U0888,D0236,M076,2026-08-28 19:55:00,9397.48,Delhi,0
T00884,U0759,D0350,M093,2026-08-30 04:34:00,8770.25,Bangalore,0
T00885,U0684,D0131,M083,2026-08-21 19:03:00,8287.4,Bangalore,0
T00886,U0402,D0341,M094,2026-08-19 00:06:00,9839.92,Bangalore,0
T00887,U0722,D0274,M092,2026-08-29 16:50:00,9629.66,Chennai,0
T00888,U0449,D0301,M076,2026-08-14 20:39:00,7759.4,Hyderabad,0
T00889,U0623,D0161,M080,2026-08-14 09:35:00,6170.03,Bangalore,0
T00890,U0857,D0340,M044,2026-08-22 02:21:00,8315.95,Mumbai,0
T00891,U0243,D0445,M090,2026-08-06 03:36:00,1879.74,Delhi,0
T00892,U0863,D0355,M043,2026-08-18 21:20:00,4194.24,Mumbai,0
T00893,U0176,D0167,M084,2026-08-27 20:46:00,8976.51,Chennai,0
T00894,U0616,D0122,M058,2026-08-15 17:58:00,6948.0,Pune,0
T00895,U0966,D0159,M041,2026-08-05 03:36:00,1230.23,Mumbai,0
T00896,U0800,D0261,M036,2026-08-24 20:08:00,7102.06,Pune,0
T00897,U0961,D0337,M046,2026-08-18 05:37:00,5548.42,Bangalore,0
T00898,U0937,D0163,M068,2026-08-26 17:40:00,8725.92,Chennai,0
T00899,U0317,D0150,M048,2026-08-03 08:02:00,4253.86,Hyderabad,0
T00900,U0898,D0469,M083,2026-08-14 03:25:00,6301.88,Bangalore,0
T00901,U0285,D0179,M026,2026-08-29 08:00:00,7677.42,Bangalore,0
T00902,U0620,D0330,M089,2026-08-25 17:38:00,8093.8,Delhi,0
T00903,U0656,D0197,M053,2026-08-27 19:11:00,6628.76,Mumbai,0
T00904,U0570,D0302,M036,2026-08-28 08:41:00,6041.01,Chennai,0
T00905,U0711,D0218,M097,2026-08-10 10:47:00,584.3,Chennai,0
T00906,U0207,D0410,M070,2026-08-02 16:06:00,1539.21,Bangalore,0
T00907,U0834,D0371,M064,2026-08-16 01:39:00,9211.81,Bangalore,0
T00908,U0262,D0289,M048,2026-08-08 08:13:00,6753.7,Delhi,0
T00909,U0827,D0430,M099,2026-08-26 14:02:00,1856.45,Mumbai,0
T00910,U0918,D0372,M072,2026-08-02 15:08:00,1021.95,Hyderabad,0
T00911,U0481,D0264,M074,2026-08-04 01:54:00,7608.58,Delhi,0
T00912,U0217,D0225,M086,2026-08-07 02:57:00,1308.03,Hyderabad,0
T00913,U0488,D0345,M078,2026-08-24 21:03:00,2177.47,Chennai,0
T00914,U0777,D0105,M039,2026-08-27 00:05:00,7324.31,Pune,0
T00915,U0692,D0120,M087,2026-08-28 12:34:00,9345.53,Pune,0
T00916,U0445,D0294,M066,2026-08-12 19:37:00,5301.37,Delhi,0
T00917,U0513,D0142,M098,2026-08-23 14:11:00,5245.09,Pune,0
T00918,U0660,D0328,M049,2026-08-28 17:38:00,2403.94,Hyderabad,0
T00919,U0349,D0076,M041,2026-08-02 02:11:00,4702.37,Bangalore,0
T00920,U0906,D0182,M079,2026-08-19 20:14:00,550.37,Hyderabad,0
T00921,U0724,D0488,M053,2026-08-01 12:20:00,6442.12,Pune,0
T00922,U0439,D0206,M034,2026-08-15 00:10:00,3072.81,Delhi,0
T00923,U0482,D0468,M026,2026-08-06 04:20:00,6889.77,Hyderabad,0
T00924,U0556,D0446,M098,2026-08-29 00:49:00,9605.12,Chennai,0
T00925,U0349,D0245,M069,2026-08-22 19:18:00,9170.01,Bangalore,0
T00926,U0812,D0145,M087,2026-08-08 01:43:00,6309.28,Delhi,0
T00927,U0494,D0312,M078,2026-08-03 13:11:00,8367.55,Hyderabad,0
T00928,U0729,D0447,M066,2026-08-26 06:24:00,5405.27,Chennai,0
T00929,U0742,D0426,M068,2026-08-17 02:13:00,755.51,Chennai,0
T00930,U0438,D0091,M069,2026-08-18 01:51:00,6302.46,Chennai,0
T00931,U0735,D0386,M075,2026-08-09 12:40:00,5992.4,Hyderabad,0
T00932,U0873,D0237,M030,2026-08-13 08:32:00,4197.31,Mumbai,0
T00933,U0394,D0266,M083,2026-08-14 18:33:00,2239.78,Hyderabad,0
T00934,U0330,D0133,M073,2026-08-02 16:50:00,7800.12,Bangalore,0
T00935,U0605,D0335,M029,2026-08-22 23:11:00,9059.06,Chennai,0
T00936,U0345,D0250,M087,2026-08-24 19:56:00,3172.55,Hyderabad,0
T00937,U0297,D0469,M038,2026-08-24 11:46:00,6799.5,Chennai,0
T00938,U0361,D0446,M030,2026-08-21 21:45:00,3937.12,Delhi,0
T00939,U0269,D0078,M065,2026-08-03 00:05:00,6901.82,Delhi,0
T00940,U0240,D0246,M085,2026-08-03 02:23:00,1120.72,Pune,0
T00941,U0914,D0235,M028,2026-08-27 06:50:00,7609.09,Pune,0
T00942,U0365,D0240,M051,2026-08-09 18:18:00,2937.02,Delhi,0
T00943,U0477,D0471,M082,2026-08-06 08:30:00,2799.28,Chennai,0
T00944,U0431,D0134,M027,2026-08-29 08:25:00,5640.3,Bangalore,0
T00945,U0362,D0353,M070,2026-08-26 00:03:00,3253.0,Chennai,0
T00946,U0872,D0487,M062,2026-08-27 03:03:00,2523.77,Bangalore,0
T00947,U0469,D0389,M069,2026-08-25 14:27:00,4492.11,Chennai,0
T00948,U0180,D0317,M032,2026-08-05 19:42:00,3897.64,Bangalore,0
T00949,U0587,D0276,M048,2026-08-28 03:07:00,8923.63,Pune,0
T00950,U0857,D0434,M083,2026-08-29 01:10:00,3620.68,Hyderabad,0
T00951,U0988,D0177,M094,2026-08-04 13:47:00,9739.45,Mumbai,0
T00952,U0732,D0143,M037,2026-08-22 07:28:00,1062.9,Hyderabad,0
T00953,U0851,D0405,M085,2026-08-22 09:57:00,2393.77,Chennai,0
T00954,U0298,D0391,M059,2026-08-17 12:59:00,3981.56,Pune,0
T00955,U0832,D0245,M067,2026-08-21 15:06:00,4926.32,Bangalore,0
T00956,U0637,D0133,M070,2026-08-22 18:48:00,4666.29,Chennai,0
T00957,U0440,D0469,M070,2026-08-28 12:12:00,5789.31,Delhi,0
T00958,U0256,D0283,M039,2026-08-15 19:56:00,5605.88,Bangalore,0
T00959,U0962,D0230,M094,2026-08-21 23:30:00,4068.08,Mumbai,0
T00960,U0395,D0393,M057,2026-08-25 22:30:00,1674.3,Mumbai,0
T00961,U0544,D0109,M069,2026-08-10 11:27:00,8157.77,Delhi,0
T00962,U0592,D0477,M081,2026-08-26 19:32:00,7894.54,Delhi,0
T00963,U0861,D0196,M048,2026-08-04 13:04:00,7419.73,Pune,0
T00964,U0738,D0325,M040,2026-08-27 22:48:00,6001.15,Hyderabad,0
T00965,U0719,D0125,M082,2026-08-09 00:25:00,3149.55,Mumbai,0
T00966,U0222,D0382,M039,2026-08-28 03:26:00,7736.3,Mumbai,0
T00967,U0486,D0329,M033,2026-08-05 02:53:00,2254.36,Chennai,0
T00968,U0745,D0462,M026,2026-08-07 16:15:00,6642.73,Mumbai,0
T00969,U0695,D0225,M075,2026-08-29 00:22:00,5821.52,Chennai,0
T00970,U0361,D0424,M066,2026-08-14 15:23:00,5745.74,Pune,0
T00971,U0462,D0298,M070,2026-08-05 01:31:00,5869.0,Delhi,0
T00972,U0673,D0282,M042,2026-08-14 09:19:00,717.86,Delhi,0
T00973,U0205,D0076,M097,2026-08-17 08:23:00,1186.01,Hyderabad,0
T00974,U0182,D0196,M081,2026-08-27 20:36:00,4003.26,Hyderabad,0
T00975,U0879,D0271,M077,2026-08-18 08:46:00,4408.38,Chennai,0
T00976,U0829,D0164,M086,2026-08-07 07:54:00,1963.45,Mumbai,0
T00977,U0519,D0289,M045,2026-08-14 03:05:00,9974.81,Pune,0
T00978,U0279,D0144,M027,2026-08-04 06:21:00,6519.05,Chennai,0
T00979,U0889,D0325,M081,2026-08-07 04:18:00,938.17,Pune,0
T00980,U0976,D0288,M084,2026-08-28 12:11:00,9310.08,Delhi,0
T00981,U0335,D0308,M091,2026-08-20 07:15:00,5565.3,Mumbai,0
T00982,U0544,D0257,M054,2026-08-09 10:56:00,4305.24,Bangalore,0
T00983,U0742,D0331,M056,2026-08-23 20:01:00,2765.58,Delhi,0
T00984,U0741,D0263,M030,2026-08-02 17:21:00,5724.68,Pune,0
T00985,U0528,D0133,M100,2026-08-22 21:57:00,9621.2,Bangalore,0
T00986,U0296,D0449,M093,2026-08-13 17:12:00,4702.87,Bangalore,0
T00987,U0686,D0388,M037,2026-08-12 03:51:00,4777.27,Pune,0
T00988,U0830,D0418,M035,2026-08-29 20:09:00,5438.05,Delhi,0
T00989,U0470,D0389,M032,2026-08-16 15:14:00,5396.83,Bangalore,0
T00990,U0631,D0308,M091,2026-08-22 08:31:00,5782.26,Hyderabad,0
T00991,U0582,D0256,M063,2026-08-14 03:53:00,1758.33,Pune,0
T00992,U0762,D0459,M064,2026-08-26 15:43:00,2678.39,Pune,0
T00993,U0635,D0372,M047,2026-08-27 01:42:00,611.04,Hyderabad,0
T00994,U0979,D0453,M029,2026-08-14 01:16:00,4899.13,Chennai,0
T00995,U0668,D0115,M061,2026-08-12 11:18:00,1412.13,Hyderabad,0
T00996,U0432,D0207,M027,2026-08-06 01:50:00,6077.83,Delhi,0
T00997,U0907,D0153,M083,2026-08-17 19:53:00,8097.62,Hyderabad,0
T00998,U0952,D0434,M056,2026-08-23 01:39:00,1890.01,Delhi,0
T00999,U0184,D0251,M036,2026-08-07 14:27:00,5995.89,Chennai,0
T01000,U0658,D0461,M078,2026-08-18 10:31:00,2455.68,Mumbai,0
T01001,U0894,D0402,M047,2026-08-10 14:18:00,5819.8,Hyderabad,0
T01002,U0206,D0404,M059,2026-08-06 06:41:00,619.98,Mumbai,0
T01003,U0559,D0319,M064,2026-08-22 16:12:00,7486.89,Delhi,0
T01004,U0390,D0270,M075,2026-08-22 14:22:00,2699.99,Delhi,0
T01005,U0596,D0082,M062,2026-08-21 10:13:00,3881.84,Hyderabad,0
T01006,U0693,D0425,M031,2026-08-05 10:20:00,9185.35,Pune,0
T01007,U0513,D0297,M060,2026-08-16 05:52:00,2776.23,Bangalore,0
T01008,U0412,D0411,M100,2026-08-18 19:14:00,4664.98,Pune,0
T01009,U0918,D0199,M050,2026-08-24 15:55:00,3440.33,Pune,0
T01010,U0335,D0236,M096,2026-08-01 11:33:00,6760.74,Bangalore,0
T01011,U0163,D0286,M038,2026-08-24 21:43:00,1128.68,Mumbai,0
T01012,U0510,D0188,M062,2026-08-12 11:08:00,2011.49,Bangalore,0
T01013,U0785,D0123,M033,2026-08-28 00:57:00,6600.39,Chennai,0
T01014,U0764,D0402,M041,2026-08-06 11:02:00,955.23,Delhi,0
T01015,U0284,D0268,M098,2026-08-09 09:48:00,8970.42,Pune,0
T01016,U0339,D0205,M063,2026-08-22 06:02:00,6638.73,Bangalore,0
T01017,U0805,D0308,M061,2026-08-20 10:22:00,6952.99,Pune,0
T01018,U0939,D0470,M067,2026-08-12 17:04:00,1703.46,Bangalore,0
T01019,U0434,D0473,M033,2026-08-18 10:07:00,3947.05,Bangalore,0
T01020,U0415,D0492,M059,2026-08-09 02:20:00,4461.69,Mumbai,0
T01021,U0356,D0388,M076,2026-08-09 02:54:00,6490.28,Bangalore,0
T01022,U0298,D0352,M081,2026-08-10 22:32:00,6178.27,Bangalore,0
T01023,U0603,D0442,M059,2026-08-05 16:49:00,445.12,Bangalore,0
T01024,U0736,D0448,M058,2026-08-21 07:01:00,285.77,Mumbai,0
T01025,U0303,D0410,M026,2026-08-02 17:19:00,6679.6,Hyderabad,0
T01026,U0306,D0434,M068,2026-08-18 19:26:00,5788.94,Delhi,0
T01027,U0875,D0470,M088,2026-08-22 18:15:00,4416.97,Pune,0
T01028,U0950,D0491,M034,2026-08-25 13:57:00,2335.88,Mumbai,0
T01029,U0856,D0494,M087,2026-08-06 12:23:00,5715.71,Hyderabad,0
T01030,U0492,D0425,M064,2026-08-19 05:34:00,646.43,Pune,0
T01031,U0243,D0263,M094,2026-08-16 11:26:00,896.52,Mumbai,0
T01032,U0929,D0468,M063,2026-08-30 11:33:00,2110.89,Delhi,0
T01033,U0191,D0272,M050,2026-08-14 14:26:00,6989.23,Bangalore,0
T01034,U0796,D0428,M071,2026-08-23 03:23:00,940.14,Pune,0
T01035,U0599,D0452,M050,2026-08-07 08:51:00,453.41,Bangalore,0
T01036,U0888,D0379,M056,2026-08-23 06:22:00,3948.8,Delhi,0
T01037,U0809,D0233,M089,2026-08-25 07:12:00,9653.04,Mumbai,0
T01038,U0167,D0094,M069,2026-08-03 13:13:00,3443.41,Pune,0
T01039,U0194,D0283,M041,2026-08-10 15:12:00,8090.33,Pune,0
T01040,U0686,D0310,M094,2026-08-07 18:41:00,7436.41,Chennai,0
T01041,U0224,D0094,M044,2026-08-23 06:00:00,6572.93,Mumbai,0
T01042,U0784,D0099,M057,2026-08-30 12:38:00,1392.32,Chennai,0
T01043,U0798,D0101,M065,2026-08-05 10:16:00,4616.23,Chennai,0
T01044,U0756,D0108,M039,2026-08-06 04:42:00,5021.72,Delhi,0
T01045,U0376,D0108,M051,2026-08-20 09:32:00,3439.7,Pune,0
T01046,U0845,D0281,M067,2026-08-06 11:56:00,9760.95,Delhi,0
T01047,U0709,D0146,M067,2026-08-10 16:54:00,7665.86,Delhi,0
T01048,U0328,D0247,M034,2026-08-06 11:53:00,2811.54,Mumbai,0
T01049,U0323,D0432,M073,2026-08-26 04:28:00,1733.56,Chennai,0
T01050,U0746,D0096,M043,2026-08-05 13:11:00,7931.42,Pune,0
T01051,U0778,D0268,M046,2026-08-01 17:04:00,8808.31,Bangalore,0
T01052,U0157,D0079,M048,2026-08-05 01:21:00,7096.74,Delhi,0
T01053,U0441,D0289,M086,2026-08-06 18:36:00,2140.99,Pune,0
T01054,U0428,D0343,M083,2026-08-19 18:02:00,2468.61,Chennai,0
T01055,U0776,D0430,M030,2026-08-28 03:17:00,1882.0,Mumbai,0
T01056,U0777,D0121,M064,2026-08-16 19:56:00,4245.98,Delhi,0
T01057,U0392,D0174,M041,2026-08-25 03:07:00,9770.24,Delhi,0
T01058,U0521,D0465,M095,2026-08-24 02:22:00,2270.83,Pune,0
T01059,U0826,D0182,M061,2026-08-03 09:57:00,2017.82,Chennai,0
T01060,U0852,D0318,M089,2026-08-09 00:35:00,1681.62,Bangalore,0
T01061,U0206,D0406,M072,2026-08-13 23:21:00,2174.94,Hyderabad,0
T01062,U0493,D0391,M084,2026-08-02 23:18:00,1133.77,Bangalore,0
T01063,U0701,D0166,M046,2026-08-02 07:44:00,4902.11,Bangalore,0
T01064,U0223,D0196,M082,2026-08-27 23:23:00,5839.64,Mumbai,0
T01065,U0354,D0458,M067,2026-08-11 11:17:00,7811.86,Hyderabad,0
T01066,U0384,D0126,M056,2026-08-19 18:39:00,8711.87,Mumbai,0
T01067,U0376,D0113,M086,2026-08-27 15:04:00,4895.64,Mumbai,0
T01068,U0299,D0186,M084,2026-08-09 02:29:00,3934.57,Chennai,0
T01069,U0619,D0444,M050,2026-08-29 18:20:00,3650.04,Hyderabad,0
T01070,U0358,D0247,M042,2026-08-02 11:03:00,6952.88,Bangalore,0
T01071,U0438,D0145,M040,2026-08-22 04:29:00,4639.93,Chennai,0
T01072,U0929,D0251,M054,2026-08-14 10:23:00,6076.0,Pune,0
T01073,U0777,D0163,M099,2026-08-26 03:45:00,8564.54,Bangalore,0
T01074,U0572,D0343,M088,2026-08-10 20:24:00,5956.65,Mumbai,0
T01075,U0436,D0083,M080,2026-08-12 05:24:00,2553.53,Mumbai,0
T01076,U0744,D0189,M045,2026-08-27 02:38:00,8992.69,Mumbai,0
T01077,U0196,D0096,M086,2026-08-23 22:44:00,432.84,Delhi,0
T01078,U0554,D0321,M038,2026-08-21 14:11:00,5003.32,Bangalore,0
T01079,U0722,D0461,M027,2026-08-19 12:08:00,9504.35,Chennai,0
T01080,U0518,D0227,M056,2026-08-30 11:23:00,9989.62,Bangalore,0
T01081,U0642,D0418,M065,2026-08-08 08:43:00,7062.71,Delhi,0
T01082,U0916,D0374,M029,2026-08-21 16:48:00,4691.23,Chennai,0
T01083,U0871,D0283,M049,2026-08-17 20:35:00,6305.43,Pune,0
T01084,U0799,D0076,M035,2026-08-18 12:23:00,8945.0,Hyderabad,0
T01085,U0694,D0092,M063,2026-08-20 09:11:00,7553.59,Pune,0
T01086,U0778,D0353,M099,2026-08-10 10:15:00,7898.15,Bangalore,0
T01087,U0786,D0247,M033,2026-08-24 10:13:00,9458.69,Pune,0
T01088,U0523,D0102,M040,2026-08-18 10:17:00,3719.35,Delhi,0
T01089,U0192,D0263,M072,2026-08-08 23:26:00,6516.91,Pune,0
T01090,U0219,D0363,M052,2026-08-07 07:10:00,9814.39,Chennai,0
T01091,U0703,D0134,M087,2026-08-27 09:38:00,8724.2,Pune,0
T01092,U0365,D0461,M054,2026-08-15 14:01:00,3591.85,Hyderabad,0
T01093,U0666,D0424,M080,2026-08-13 14:42:00,639.15,Hyderabad,0
T01094,U0504,D0307,M088,2026-08-23 19:43:00,5314.16,Bangalore,0
T01095,U0632,D0439,M094,2026-08-25 06:01:00,9004.57,Mumbai,0
T01096,U0786,D0264,M034,2026-08-09 13:43:00,8929.84,Mumbai,0
T01097,U0240,D0117,M076,2026-08-09 03:18:00,2954.89,Bangalore,0
T01098,U0262,D0160,M061,2026-08-06 02:21:00,7001.11,Mumbai,0
T01099,U0305,D0180,M092,2026-08-29 13:09:00,324.63,Mumbai,0
T01100,U0849,D0353,M042,2026-08-22 13:37:00,3532.33,Mumbai,0
T01101,U0906,D0406,M028,2026-08-14 06:24:00,1971.7,Bangalore,0
T01102,U0972,D0194,M092,2026-08-30 08:09:00,3425.19,Delhi,0
T01103,U0502,D0411,M067,2026-08-23 03:00:00,5974.24,Pune,0
T01104,U0693,D0356,M082,2026-08-21 20:15:00,3110.42,Chennai,0
T01105,U0959,D0232,M047,2026-08-12 19:59:00,2345.14,Hyderabad,0
T01106,U0446,D0470,M032,2026-08-07 18:01:00,3595.9,Mumbai,0
T01107,U0321,D0392,M046,2026-08-25 08:42:00,2923.94,Chennai,0
T01108,U0876,D0430,M045,2026-08-08 08:07:00,2455.26,Bangalore,0
T01109,U0475,D0370,M042,2026-08-21 01:34:00,2678.03,Chennai,0
T01110,U0361,D0363,M030,2026-08-15 10:11:00,9782.42,Chennai,0
T01111,U0532,D0305,M095,2026-08-08 09:35:00,5383.07,Bangalore,0
T01112,U0176,D0283,M089,2026-08-07 14:47:00,9483.11,Hyderabad,0
T01113,U0310,D0078,M095,2026-08-24 02:13:00,3379.68,Pune,0
T01114,U0453,D0318,M063,2026-08-27 02:39:00,6702.19,Delhi,0
T01115,U0897,D0302,M069,2026-08-06 02:40:00,7343.24,Bangalore,0
T01116,U0293,D0423,M096,2026-08-06 07:39:00,3150.01,Mumbai,0
T01117,U0783,D0188,M083,2026-08-17 06:22:00,1015.56,Bangalore,0
T01118,U0773,D0404,M050,2026-08-27 13:15:00,5311.7,Hyderabad,0
T01119,U0351,D0087,M036,2026-08-25 12:05:00,8509.57,Pune,0
T01120,U0838,D0120,M091,2026-08-18 22:48:00,2025.06,Hyderabad,0
T01121,U0768,D0385,M091,2026-08-03 13:13:00,9093.62,Hyderabad,0
T01122,U0558,D0151,M080,2026-08-17 19:44:00,3922.51,Bangalore,0
T01123,U0442,D0252,M070,2026-08-15 00:30:00,9777.48,Delhi,0
T01124,U0240,D0186,M082,2026-08-19 21:57:00,8056.49,Hyderabad,0
T01125,U0318,D0488,M080,2026-08-19 20:24:00,1481.72,Delhi,0
T01126,U0763,D0120,M044,2026-08-10 10:57:00,3101.99,Delhi,0
T01127,U0494,D0109,M074,2026-08-05 00:36:00,165.53,Pune,0
T01128,U0430,D0288,M048,2026-08-26 07:05:00,4674.99,Delhi,0
T01129,U0924,D0146,M051,2026-08-09 11:10:00,8339.61,Hyderabad,0
T01130,U0718,D0327,M031,2026-08-14 17:51:00,8362.39,Hyderabad,0
T01131,U0656,D0362,M085,2026-08-11 05:14:00,365.72,Bangalore,0
T01132,U0308,D0210,M064,2026-08-30 03:39:00,8359.01,Mumbai,0
T01133,U0278,D0410,M062,2026-08-19 23:38:00,1875.79,Pune,0
T01134,U0811,D0201,M029,2026-08-06 10:22:00,7670.71,Mumbai,0
T01135,U0219,D0382,M072,2026-08-27 10:40:00,4856.81,Mumbai,0
T01136,U0415,D0397,M086,2026-08-06 10:37:00,3794.7,Pune,0
T01137,U0740,D0084,M059,2026-08-08 09:52:00,5858.38,Chennai,0
T01138,U0478,D0312,M043,2026-08-17 06:21:00,1716.76,Hyderabad,0
T01139,U0520,D0290,M071,2026-08-03 05:12:00,2969.58,Delhi,0
T01140,U0805,D0115,M091,2026-08-09 19:41:00,7687.78,Chennai,0
T01141,U0934,D0124,M047,2026-08-25 17:52:00,3293.81,Hyderabad,0
T01142,U0997,D0426,M064,2026-08-13 08:30:00,6885.89,Pune,0
T01143,U0522,D0125,M094,2026-08-27 09:33:00,3581.13,Chennai,0
T01144,U0164,D0146,M092,2026-08-13 19:22:00,3792.84,Mumbai,0
T01145,U0572,D0250,M046,2026-08-05 15:52:00,2256.97,Delhi,0
T01146,U0377,D0172,M097,2026-08-28 22:01:00,6927.56,Delhi,0
T01147,U0695,D0440,M096,2026-08-06 04:28:00,4231.73,Bangalore,0
T01148,U0270,D0495,M042,2026-08-01 18:58:00,4847.23,Hyderabad,0
T01149,U0858,D0261,M043,2026-08-21 02:42:00,8908.29,Delhi,0
T01150,U0686,D0466,M069,2026-08-08 20:05:00,7127.96,Bangalore,0
T01151,U0913,D0493,M041,2026-08-11 02:52:00,1374.27,Pune,0
T01152,U0296,D0428,M055,2026-08-14 23:47:00,1340.91,Chennai,0
T01153,U0231,D0293,M040,2026-08-04 12:54:00,286.18,Mumbai,0
T01154,U0926,D0296,M031,2026-08-09 22:28:00,1167.39,Pune,0
T01155,U0676,D0379,M033,2026-08-22 08:21:00,1277.33,Hyderabad,0
T01156,U0195,D0109,M064,2026-08-01 11:13:00,7570.05,Bangalore,0
T01157,U0767,D0181,M051,2026-08-09 09:49:00,6738.95,Bangalore,0
T01158,U0243,D0150,M061,2026-08-27 09:14:00,3543.58,Chennai,0
T01159,U0663,D0475,M056,2026-08-23 23:29:00,5745.33,Bangalore,0
T01160,U0990,D0372,M027,2026-08-25 01:37:00,2248.28,Chennai,0
T01161,U0439,D0163,M094,2026-08-01 04:43:00,9738.44,Bangalore,0
T01162,U0370,D0334,M086,2026-08-17 16:16:00,7011.52,Chennai,0
T01163,U0601,D0420,M039,2026-08-09 05:32:00,8363.95,Mumbai,0
T01164,U0585,D0185,M091,2026-08-11 08:32:00,4135.02,Hyderabad,0
T01165,U0277,D0314,M040,2026-08-24 15:40:00,1445.53,Hyderabad,0
T01166,U0872,D0223,M097,2026-08-02 20:21:00,914.25,Mumbai,0
T01167,U0269,D0273,M062,2026-08-21 19:06:00,6043.86,Hyderabad,0
T01168,U0854,D0303,M054,2026-08-26 05:01:00,4132.09,Mumbai,0
T01169,U0344,D0111,M086,2026-08-17 17:20:00,1875.04,Pune,0
