user_id,risk_score,risk_level,ml_prediction,ml_suspicious_probability,ml_risk_level,final_risk_score,final_risk_level,connected_devices,connected_merchants,shared_device_users,risk_reasons
U0376,24.34,LOW,0,0.0,LOW,12.17,LOW,"D0108, D0109, D0113, D0210, D0219, D0249, D0410, D0428, D0465","M036, M039, M051, M061, M084, M086, M095","U0151, U0156, U0157, U0169, U0171, U0175, U0177, U0179, U0184, U0195, U0198, U0205, U0207, U0211, U0228, U0233, U0234, U0235, U0244, U0246, U0247, U0248, U0249, U0257, U0261, U0264, U0270, U0278, U0279, U0296, U0300, U0303, U0305, U0308, U0310, U0312, U0319, U0322, U0329, U0331, U0333, U0334, U0338, U0340, U0343, U0346, U0349, U0350, U0358, U0359, U0361, U0365, U0367, U0368, U0375, U0377, U0380, U0383, U0389, U0390, U0396, U0402, U0409, U0422, U0432, U0433, U0436, U0438, U0447, U0448, U0453, U0455, U0460, U0463, U0464, U0468, U0469, U0473, U0474, U0475, U0480, U0484, U0485, U0493, U0494, U0495, U0515, U0517, U0521, U0529, U0531, U0533, U0536, U0538, U0540, U0544, U0551, U0552, U0553, U0559, U0562, U0563, U0567, U0568, U0571, U0574, U0575, U0580, U0583, U0593, U0604, U0607, U0612, U0627, U0631, U0634, U0637, U0638, U0642, U0649, U0651, U0662, U0663, U0668, U0680, U0686, U0687, U0705, U0706, U0713, U0714, U0715, U0723, U0724, U0726, U0733, U0740, U0746, U0747, U0748, U0755, U0756, U0760, U0762, U0763, U0764, U0766, U0773, U0774, U0776, U0778, U0779, U0780, U0785, U0793, U0796, U0797, U0803, U0806, U0816, U0822, U0830, U0831, U0836, U0840, U0841, U0858, U0860, U0865, U0883, U0884, U0887, U0896, U0902, U0907, U0914, U0919, U0925, U0926, U0927, U0930, U0939, U0941, U0943, U0951, U0956, U0959, U0960, U0965, U0970, U0979, U0997, U0999",Device connected to many users
U0655,24.22,LOW,0,0.0,LOW,12.11,LOW,"D0088, D0097, D0115, D0128, D0274, D0282, D0326, D0348, D0379, D0403, D0412, D0437, D0479, D0484","M037, M040, M054, M058, M060, M069, M079, M080, M081, M087, M094","U0158, U0160, U0170, U0178, U0183, U0184, U0190, U0193, U0195, U0196, U0197, U0202, U0210, U0215, U0216, U0218, U0219, U0224, U0225, U0228, U0230, U0232, U0236, U0239, U0243, U0246, U0252, U0254, U0258, U0263, U0264, U0266, U0268, U0272, U0274, U0275, U0276, U0279, U0280, U0285, U0289, U0293, U0294, U0295, U0297, U0298, U0300, U0305, U0306, U0309, U0315, U0317, U0319, U0321, U0323, U0325, U0326, U0327, U0336, U0337, U0340, U0342, U0345, U0349, U0352, U0354, U0355, U0363, U0369, U0371, U0373, U0374, U0377, U0380, U0381, U0384, U0386, U0387, U0388, U0390, U0393, U0395, U0397, U0398, U0401, U0406, U0409, U0415, U0418, U0419, U0421, U0423, U0439, U0440, U0445, U0448, U0453, U0454, U0459, U0462, U0480, U0482, U0486, U0489, U0492, U0493, U0500, U0501, U0504, U0510, U0511, U0513, U0518, U0519, U0522, U0526, U0527, U0531, U0537, U0541, U0542, U0545, U0548, U0551, U0553, U0556, U0557, U0563, U0565, U0566, U0569, U0573, U0581, U0585, U0587, U0589, U0590, U0591, U0592, U0594, U0602, U0605, U0613, U0615, U0617, U0621, U0622, U0624, U0627, U0634, U0637, U0638, U0639, U0641, U0644, U0647, U0648, U0652, U0654, U0666, U0668, U0671, U0673, U0674, U0676, U0680, U0681, U0682, U0686, U0688, U0689, U0694, U0696, U0699, U0703, U0711, U0712, U0716, U0721, U0722, U0727, U0728, U0730, U0732, U0734, U0738, U0740, U0744, U0747, U0748, U0749, U0753, U0755, U0757, U0758, U0771, U0772, U0773, U0779, U0782, U0783, U0791, U0794, U0796, U0797, U0802, U0805, U0809, U0817, U0821, U0822, U0823, U0824, U0825, U0827, U0837, U0845, U0846, U0849, U0858, U0859, U0860, U0863, U0867, U0869, U0871, U0875, U0876, U0878, U0882, U0887, U0888, U0895, U0901, U0902, U0905, U0916, U0919, U0924, U0931, U0937, U0938, U0946, U0949, U0950, U0951, U0955, U0957, U0965, U0968, U0969, U0974, U0976, U0977, U0981, U0982, U0984, U0987, U0988, U0990, U0994, U0996, U0998",Device connected to many users
U0438,24.22,LOW,0,0.0,LOW,12.11,LOW,"D0091, D0145, D0213, D0238, D0270, D0275, D0280, D0311, D0354, D0428, D0429, D0439, D0444, D0485","M038, M039, M040, M046, M053, M057, M069, M076, M080, M085, M098","U0151, U0157, U0167, U0168, U0169, U0173, U0175, U0176, U0177, U0180, U0182, U0184, U0189, U0194, U0197, U0198, U0199, U0208, U0212, U0213, U0220, U0223, U0225, U0227, U0228, U0231, U0238, U0241, U0243, U0244, U0245, U0247, U0253, U0254, U0256, U0258, U0259, U0260, U0264, U0266, U0271, U0279, U0282, U0286, U0288, U0289, U0292, U0295, U0296, U0298, U0300, U0303, U0305, U0307, U0309, U0310, U0316, U0317, U0318, U0320, U0321, U0323, U0326, U0327, U0328, U0332, U0335, U0337, U0339, U0342, U0344, U0349, U0351, U0354, U0356, U0358, U0359, U0360, U0361, U0362, U0364, U0365, U0373, U0376, U0384, U0386, U0388, U0390, U0391, U0396, U0402, U0404, U0405, U0407, U0408, U0410, U0411, U0414, U0415, U0416, U0418, U0425, U0426, U0429, U0435, U0445, U0449, U0451, U0452, U0453, U0454, U0455, U0456, U0459, U0467, U0468, U0470, U0474, U0478, U0480, U0481, U0483, U0485, U0487, U0493, U0495, U0496, U0498, U0499, U0502, U0503, U0507, U0510, U0512, U0513, U0518, U0520, U0521, U0522, U0531, U0533, U0534, U0536, U0537, U0546, U0548, U0550, U0551, U0552, U0555, U0559, U0568, U0573, U0578, U0579, U0583, U0587, U0588, U0592, U0594, U0598, U0602, U0604, U0605, U0609, U0618, U0619, U0620, U0627, U0628, U0632, U0633, U0634, U0635, U0637, U0638, U0641, U0651, U0653, U0657, U0658, U0661, U0664, U0674, U0678, U0682, U0689, U0694, U0697, U0699, U0703, U0704, U0707, U0711, U0713, U0714, U0718, U0723, U0724, U0730, U0735, U0737, U0738, U0742, U0747, U0753, U0756, U0759, U0762, U0763, U0769, U0772, U0774, U0776, U0777, U0779, U0782, U0784, U0785, U0786, U0787, U0789, U0793, U0796, U0797, U0798, U0801, U0808, U0812, U0813, U0815, U0819, U0821, U0822, U0824, U0827, U0833, U0835, U0836, U0840, U0843, U0848, U0851, U0861, U0862, U0864, U0865, U0873, U0876, U0879, U0880, U0881, U0883, U0887, U0889, U0890, U0891, U0892, U0895, U0899, U0902, U0905, U0909, U0913, U0920, U0923, U0926, U0930, U0931, U0934, U0937, U0941, U0943, U0944, U0949, U0951, U0958, U0960, U0967, U0974, U0976, U0978, U0980, U0985, U0987, U0992, U0994",Device connected to many users
U0910,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0230, D0237, D0242, D0266, D0281, D0331, D0369, D0415, D0496, D0497","M027, M035, M044, M067, M074, M083, M085, M094","U0154, U0157, U0163, U0166, U0167, U0168, U0170, U0172, U0180, U0190, U0193, U0195, U0197, U0198, U0203, U0205, U0207, U0210, U0211, U0220, U0225, U0233, U0235, U0246, U0247, U0248, U0249, U0251, U0256, U0258, U0259, U0262, U0263, U0267, U0271, U0283, U0286, U0288, U0289, U0290, U0291, U0297, U0302, U0321, U0327, U0339, U0341, U0344, U0358, U0360, U0367, U0373, U0375, U0383, U0384, U0385, U0390, U0393, U0394, U0397, U0405, U0410, U0412, U0417, U0418, U0428, U0429, U0436, U0439, U0456, U0458, U0466, U0469, U0473, U0474, U0481, U0483, U0486, U0489, U0494, U0496, U0499, U0502, U0512, U0522, U0526, U0528, U0530, U0537, U0541, U0549, U0553, U0562, U0564, U0576, U0579, U0584, U0588, U0590, U0594, U0596, U0598, U0607, U0610, U0612, U0618, U0627, U0641, U0644, U0651, U0653, U0658, U0659, U0666, U0674, U0680, U0696, U0702, U0716, U0718, U0721, U0722, U0724, U0736, U0738, U0742, U0745, U0749, U0752, U0753, U0758, U0763, U0765, U0769, U0771, U0773, U0780, U0786, U0803, U0804, U0806, U0811, U0812, U0814, U0815, U0820, U0824, U0826, U0827, U0832, U0840, U0845, U0846, U0847, U0859, U0861, U0865, U0868, U0869, U0872, U0873, U0880, U0888, U0890, U0891, U0893, U0896, U0902, U0905, U0921, U0922, U0925, U0928, U0940, U0941, U0952, U0954, U0957, U0960, U0962, U0963, U0969, U0970, U0975, U0978, U0986, U0991, U0998, U1000",Device connected to many users
U0245,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0116, D0173, D0290, D0306, D0352, D0391, D0444, D0462, D0489","M034, M061, M062, M068, M072, M081, M094, M096","U0151, U0165, U0167, U0170, U0177, U0181, U0183, U0190, U0194, U0196, U0203, U0212, U0214, U0216, U0226, U0230, U0236, U0249, U0251, U0253, U0255, U0257, U0263, U0266, U0269, U0271, U0272, U0284, U0286, U0288, U0296, U0298, U0302, U0319, U0328, U0330, U0351, U0357, U0361, U0367, U0370, U0372, U0379, U0381, U0384, U0387, U0398, U0405, U0410, U0411, U0417, U0424, U0428, U0429, U0436, U0438, U0442, U0451, U0454, U0455, U0463, U0464, U0467, U0468, U0475, U0478, U0483, U0493, U0500, U0507, U0511, U0520, U0533, U0537, U0543, U0548, U0557, U0559, U0560, U0566, U0567, U0569, U0576, U0579, U0580, U0585, U0587, U0597, U0598, U0599, U0605, U0609, U0610, U0613, U0615, U0619, U0625, U0628, U0630, U0636, U0638, U0640, U0652, U0658, U0672, U0674, U0682, U0685, U0690, U0701, U0702, U0708, U0717, U0729, U0735, U0736, U0741, U0745, U0747, U0750, U0753, U0759, U0760, U0762, U0770, U0776, U0780, U0784, U0791, U0793, U0799, U0800, U0802, U0817, U0822, U0824, U0827, U0828, U0830, U0835, U0837, U0838, U0843, U0844, U0845, U0846, U0847, U0853, U0859, U0862, U0864, U0865, U0867, U0883, U0886, U0894, U0895, U0899, U0901, U0908, U0913, U0914, U0915, U0917, U0932, U0934, U0943, U0945, U0948, U0952, U0953, U0963, U0964, U0973, U0978, U0981, U0983, U0986, U0988, U0990, U0991, U0992, U0993",Device connected to many users
U0646,24.0,LOW,0,0.0,LOW,12.0,LOW,"D0133, D0268, D0390, D0434, D0482","M060, M079, M086, M095","U0185, U0187, U0188, U0212, U0238, U0240, U0244, U0248, U0253, U0257, U0262, U0268, U0269, U0277, U0284, U0288, U0297, U0298, U0305, U0306, U0311, U0315, U0322, U0324, U0330, U0335, U0343, U0344, U0345, U0348, U0368, U0371, U0374, U0379, U0381, U0387, U0389, U0404, U0405, U0412, U0414, U0426, U0434, U0436, U0437, U0442, U0465, U0468, U0480, U0490, U0494, U0498, U0504, U0506, U0508, U0527, U0528, U0533, U0537, U0539, U0542, U0591, U0601, U0627, U0635, U0637, U0638, U0669, U0672, U0694, U0697, U0700, U0720, U0722, U0729, U0738, U0741, U0746, U0747, U0748, U0751, U0758, U0762, U0763, U0766, U0770, U0778, U0792, U0809, U0823, U0824, U0825, U0833, U0834, U0838, U0843, U0844, U0856, U0857, U0861, U0872, U0879, U0896, U0914, U0934, U0942, U0950, U0952, U0954, U0956, U0965, U0970, U0973, U0974, U0979, U0991, U1000",Device connected to many users
U0787,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0091, D0106, D0168, D0182, D0223, D0301, D0323, D0324, D0336, D0439","M036, M046, M061, M062, M065, M068, M080, M097","U0152, U0153, U0154, U0155, U0157, U0160, U0167, U0169, U0176, U0182, U0185, U0200, U0205, U0208, U0210, U0214, U0225, U0228, U0230, U0234, U0240, U0249, U0260, U0274, U0279, U0285, U0294, U0300, U0303, U0305, U0307, U0309, U0318, U0323, U0324, U0325, U0327, U0329, U0335, U0338, U0340, U0342, U0354, U0359, U0362, U0364, U0373, U0384, U0386, U0392, U0396, U0397, U0399, U0404, U0405, U0408, U0410, U0414, U0424, U0425, U0427, U0431, U0438, U0444, U0449, U0450, U0459, U0463, U0466, U0470, U0478, U0479, U0495, U0496, U0498, U0501, U0504, U0510, U0512, U0518, U0519, U0521, U0523, U0533, U0537, U0545, U0546, U0553, U0562, U0563, U0565, U0568, U0572, U0576, U0577, U0585, U0592, U0605, U0612, U0613, U0614, U0617, U0620, U0628, U0632, U0633, U0639, U0644, U0653, U0660, U0666, U0671, U0674, U0679, U0684, U0686, U0701, U0703, U0705, U0708, U0712, U0713, U0714, U0716, U0717, U0719, U0720, U0723, U0724, U0727, U0731, U0735, U0748, U0756, U0757, U0761, U0763, U0765, U0770, U0786, U0790, U0793, U0797, U0801, U0805, U0808, U0811, U0816, U0819, U0821, U0826, U0828, U0831, U0835, U0845, U0846, U0870, U0872, U0877, U0879, U0880, U0883, U0885, U0886, U0890, U0895, U0898, U0902, U0906, U0909, U0914, U0918, U0920, U0924, U0925, U0930, U0940, U0944, U0947, U0958, U0959, U0966, U0974, U0979, U0980, U0982, U0983, U0984, U0985, U0987, U0990, U1000",Device connected to many users
U0550,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0137, D0156, D0178, D0295, D0338, D0409, D0429, D0436, D0448, D0498","M029, M032, M034, M048, M071, M085, M097, M098","U0153, U0154, U0155, U0160, U0161, U0162, U0163, U0170, U0174, U0176, U0178, U0184, U0194, U0195, U0196, U0198, U0199, U0203, U0206, U0211, U0213, U0215, U0216, U0218, U0219, U0227, U0230, U0241, U0246, U0252, U0271, U0272, U0280, U0286, U0288, U0293, U0301, U0306, U0308, U0309, U0317, U0321, U0325, U0328, U0339, U0347, U0354, U0360, U0370, U0372, U0373, U0378, U0379, U0383, U0387, U0391, U0394, U0395, U0396, U0400, U0422, U0425, U0428, U0429, U0430, U0434, U0437, U0438, U0439, U0443, U0453, U0455, U0458, U0462, U0472, U0477, U0486, U0488, U0490, U0495, U0497, U0500, U0510, U0513, U0519, U0520, U0523, U0527, U0533, U0539, U0545, U0558, U0559, U0562, U0568, U0573, U0574, U0576, U0578, U0580, U0582, U0583, U0586, U0587, U0593, U0595, U0598, U0604, U0606, U0611, U0617, U0621, U0623, U0633, U0636, U0638, U0639, U0640, U0641, U0643, U0647, U0653, U0657, U0659, U0662, U0664, U0666, U0675, U0678, U0681, U0683, U0684, U0685, U0686, U0689, U0696, U0697, U0710, U0714, U0719, U0720, U0729, U0736, U0742, U0746, U0753, U0766, U0774, U0782, U0786, U0789, U0793, U0796, U0801, U0803, U0815, U0819, U0821, U0825, U0830, U0833, U0834, U0851, U0852, U0858, U0868, U0881, U0883, U0888, U0896, U0897, U0917, U0920, U0930, U0931, U0932, U0934, U0937, U0939, U0941, U0946, U0948, U0950, U0954, U0960, U0961, U0967, U0972, U0973, U0974, U0978, U0987, U0991, U0994, U0997",Device connected to many users
U0756,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0089, D0104, D0108, D0109, D0188, D0191, D0259, D0271, D0272, D0298, D0328, D0387, D0439, D0490, D0500","M039, M042, M051, M052, M056, M060, M061, M068, M071, M075, M078, M096","U0151, U0157, U0159, U0160, U0166, U0171, U0172, U0177, U0180, U0181, U0184, U0186, U0187, U0188, U0190, U0191, U0193, U0194, U0195, U0208, U0210, U0214, U0218, U0224, U0225, U0228, U0229, U0231, U0241, U0247, U0248, U0250, U0254, U0259, U0264, U0268, U0269, U0279, U0282, U0283, U0285, U0286, U0289, U0291, U0298, U0307, U0308, U0309, U0310, U0312, U0320, U0323, U0324, U0327, U0330, U0332, U0334, U0335, U0336, U0338, U0339, U0342, U0346, U0351, U0353, U0355, U0356, U0359, U0362, U0364, U0366, U0375, U0376, U0377, U0381, U0383, U0390, U0394, U0402, U0403, U0404, U0406, U0408, U0409, U0410, U0418, U0420, U0421, U0422, U0428, U0433, U0438, U0444, U0447, U0448, U0449, U0455, U0456, U0458, U0459, U0460, U0462, U0463, U0466, U0469, U0470, U0473, U0475, U0476, U0480, U0482, U0487, U0489, U0491, U0493, U0494, U0495, U0498, U0501, U0502, U0504, U0508, U0510, U0511, U0513, U0517, U0518, U0522, U0530, U0533, U0537, U0544, U0548, U0551, U0553, U0554, U0562, U0564, U0567, U0573, U0574, U0575, U0578, U0586, U0587, U0589, U0593, U0597, U0605, U0606, U0607, U0610, U0612, U0614, U0618, U0620, U0623, U0625, U0630, U0631, U0632, U0642, U0644, U0645, U0649, U0650, U0651, U0653, U0656, U0660, U0666, U0670, U0681, U0687, U0690, U0694, U0697, U0701, U0704, U0706, U0709, U0712, U0714, U0715, U0719, U0721, U0724, U0727, U0731, U0738, U0740, U0742, U0743, U0744, U0745, U0746, U0747, U0748, U0753, U0763, U0764, U0766, U0777, U0778, U0779, U0780, U0783, U0784, U0785, U0786, U0787, U0789, U0790, U0793, U0799, U0805, U0806, U0808, U0814, U0817, U0821, U0823, U0824, U0826, U0830, U0831, U0833, U0839, U0840, U0846, U0847, U0850, U0856, U0862, U0865, U0868, U0870, U0871, U0877, U0879, U0880, U0890, U0891, U0892, U0895, U0896, U0901, U0903, U0915, U0918, U0919, U0923, U0927, U0933, U0936, U0941, U0947, U0951, U0956, U0957, U0963, U0964, U0968, U0978, U0979, U0980, U0983, U0987, U0993, U0995, U0996, U1000",Device connected to many users
U0656,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0152, D0197, D0231, D0252, D0256, D0313, D0328, D0362, D0454, D0481","M033, M037, M038, M053, M056, M057, M085, M098","U0152, U0159, U0163, U0165, U0166, U0171, U0173, U0179, U0180, U0194, U0205, U0213, U0220, U0227, U0232, U0235, U0242, U0244, U0251, U0259, U0263, U0267, U0273, U0282, U0283, U0289, U0291, U0292, U0295, U0301, U0303, U0305, U0307, U0308, U0309, U0311, U0328, U0331, U0333, U0336, U0338, U0340, U0351, U0372, U0382, U0384, U0385, U0394, U0397, U0401, U0402, U0405, U0417, U0419, U0421, U0428, U0434, U0435, U0437, U0441, U0442, U0447, U0456, U0458, U0459, U0461, U0462, U0466, U0467, U0468, U0473, U0480, U0484, U0490, U0491, U0493, U0494, U0499, U0500, U0502, U0503, U0520, U0531, U0534, U0539, U0540, U0541, U0549, U0553, U0554, U0560, U0562, U0567, U0568, U0569, U0571, U0573, U0581, U0582, U0586, U0589, U0591, U0593, U0594, U0595, U0599, U0604, U0605, U0610, U0611, U0612, U0614, U0619, U0624, U0631, U0633, U0634, U0660, U0665, U0671, U0677, U0678, U0681, U0688, U0694, U0696, U0697, U0698, U0702, U0708, U0710, U0714, U0715, U0716, U0720, U0731, U0732, U0735, U0740, U0742, U0744, U0745, U0748, U0753, U0755, U0756, U0763, U0768, U0778, U0782, U0785, U0788, U0789, U0790, U0795, U0798, U0800, U0802, U0803, U0806, U0819, U0828, U0832, U0834, U0839, U0840, U0842, U0845, U0846, U0849, U0858, U0859, U0861, U0868, U0879, U0884, U0887, U0890, U0894, U0901, U0902, U0906, U0912, U0921, U0923, U0926, U0927, U0928, U0930, U0932, U0933, U0935, U0947, U0949, U0960, U0961, U0962, U0963, U0965, U0976, U0978, U0983, U0997, U1000",Device connected to many users
U0603,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0135, D0161, D0164, D0196, D0227, D0285, D0386, D0395, D0442, D0456","M035, M038, M052, M058, M059, M084, M090, M095","U0151, U0152, U0153, U0164, U0167, U0169, U0178, U0182, U0183, U0198, U0207, U0209, U0210, U0215, U0219, U0223, U0231, U0232, U0234, U0240, U0241, U0242, U0244, U0252, U0253, U0256, U0273, U0274, U0278, U0280, U0284, U0285, U0287, U0290, U0292, U0294, U0307, U0317, U0319, U0321, U0322, U0323, U0324, U0336, U0346, U0353, U0357, U0360, U0371, U0372, U0374, U0377, U0380, U0382, U0397, U0399, U0402, U0407, U0408, U0411, U0415, U0416, U0421, U0425, U0427, U0436, U0457, U0459, U0465, U0485, U0490, U0492, U0493, U0496, U0499, U0504, U0509, U0514, U0517, U0518, U0519, U0521, U0522, U0524, U0548, U0552, U0555, U0561, U0569, U0574, U0580, U0587, U0588, U0592, U0596, U0599, U0601, U0608, U0610, U0611, U0612, U0613, U0615, U0622, U0623, U0634, U0642, U0647, U0648, U0649, U0651, U0653, U0654, U0658, U0664, U0666, U0668, U0669, U0674, U0694, U0698, U0700, U0703, U0705, U0706, U0709, U0710, U0716, U0728, U0730, U0732, U0734, U0735, U0737, U0738, U0746, U0750, U0765, U0773, U0783, U0792, U0799, U0800, U0806, U0811, U0819, U0824, U0829, U0832, U0833, U0841, U0849, U0851, U0856, U0860, U0861, U0862, U0865, U0867, U0871, U0872, U0874, U0878, U0881, U0889, U0891, U0901, U0902, U0913, U0918, U0921, U0924, U0936, U0937, U0940, U0941, U0942, U0948, U0949, U0950, U0953, U0954, U0955, U0956, U0957, U0960, U0967, U0969, U0971, U0976, U0982, U0987, U0995, U1000",Device connected to many users
U0830,24.0,LOW,0,0.0,LOW,12.0,LOW,"D0102, D0108, D0136, D0178, D0179, D0228, D0260, D0325, D0352, D0418","M027, M035, M044, M058, M066, M075, M089, M100","U0153, U0155, U0156, U0157, U0161, U0163, U0171, U0190, U0204, U0206, U0213, U0222, U0227, U0238, U0245, U0246, U0248, U0254, U0257, U0263, U0264, U0269, U0272, U0277, U0281, U0284, U0285, U0291, U0292, U0293, U0298, U0306, U0308, U0310, U0311, U0315, U0327, U0328, U0331, U0334, U0336, U0337, U0339, U0344, U0353, U0363, U0376, U0377, U0386, U0390, U0395, U0409, U0410, U0422, U0435, U0436, U0440, U0447, U0448, U0450, U0458, U0459, U0473, U0475, U0486, U0490, U0497, U0516, U0517, U0520, U0523, U0530, U0537, U0539, U0550, U0552, U0554, U0555, U0557, U0560, U0561, U0562, U0566, U0567, U0568, U0573, U0578, U0580, U0585, U0587, U0591, U0595, U0599, U0601, U0611, U0612, U0615, U0617, U0621, U0622, U0625, U0630, U0640, U0642, U0649, U0651, U0657, U0659, U0661, U0665, U0667, U0669, U0671, U0674, U0675, U0678, U0685, U0686, U0687, U0691, U0697, U0700, U0702, U0706, U0710, U0718, U0720, U0721, U0723, U0731, U0737, U0738, U0745, U0747, U0749, U0752, U0754, U0756, U0758, U0760, U0766, U0767, U0768, U0770, U0777, U0779, U0789, U0795, U0796, U0804, U0806, U0818, U0831, U0832, U0838, U0840, U0841, U0844, U0850, U0855, U0864, U0872, U0887, U0889, U0892, U0896, U0901, U0904, U0930, U0931, U0932, U0938, U0939, U0948, U0951, U0953, U0960, U0961, U0973, U0976, U0979, U0984, U0986, U0987, U0988, U0990, U0995",Device connected to many users
U0934,24.0,LOW,0,0.0,LOW,12.0,LOW,"D0124, D0133, D0359, D0402, D0429, D0434, D0453, D0462","M030, M035, M047, M054, M065, M079, M086, M088","U0165, U0167, U0170, U0182, U0184, U0186, U0187, U0188, U0189, U0191, U0196, U0203, U0215, U0219, U0221, U0222, U0227, U0228, U0230, U0233, U0238, U0240, U0242, U0244, U0245, U0248, U0252, U0253, U0257, U0258, U0259, U0262, U0269, U0271, U0286, U0298, U0305, U0306, U0308, U0311, U0314, U0321, U0322, U0327, U0330, U0335, U0339, U0344, U0348, U0360, U0368, U0373, U0374, U0377, U0381, U0382, U0387, U0389, U0391, U0402, U0404, U0405, U0412, U0413, U0414, U0416, U0417, U0425, U0434, U0436, U0437, U0438, U0442, U0447, U0460, U0471, U0474, U0475, U0478, U0488, U0493, U0505, U0506, U0507, U0513, U0520, U0528, U0531, U0536, U0537, U0539, U0547, U0550, U0557, U0573, U0580, U0587, U0591, U0592, U0601, U0627, U0633, U0634, U0635, U0637, U0641, U0646, U0657, U0669, U0678, U0685, U0689, U0691, U0697, U0714, U0729, U0735, U0738, U0742, U0745, U0747, U0751, U0753, U0754, U0763, U0764, U0770, U0780, U0784, U0786, U0798, U0807, U0809, U0811, U0824, U0825, U0826, U0833, U0837, U0838, U0851, U0855, U0856, U0857, U0861, U0867, U0868, U0870, U0881, U0883, U0892, U0894, U0900, U0905, U0908, U0914, U0915, U0920, U0931, U0937, U0942, U0946, U0949, U0950, U0952, U0956, U0965, U0967, U0974, U0976, U0978, U0979, U0983, U1000",Device connected to many users; Recently created account
U0700,24.01,LOW,0,0.0,LOW,12.0,LOW,"D0081, D0136, D0196, D0236, D0243, D0286, D0373, D0390, D0466, D0474","M037, M043, M061, M065, M073, M075, M076, M080","U0152, U0155, U0159, U0161, U0163, U0170, U0171, U0182, U0187, U0193, U0197, U0206, U0207, U0212, U0213, U0215, U0223, U0229, U0236, U0242, U0246, U0249, U0254, U0257, U0270, U0285, U0288, U0290, U0293, U0294, U0295, U0297, U0298, U0300, U0302, U0303, U0304, U0315, U0320, U0322, U0330, U0331, U0335, U0344, U0345, U0348, U0363, U0372, U0374, U0377, U0381, U0387, U0391, U0394, U0401, U0403, U0405, U0409, U0413, U0416, U0421, U0426, U0427, U0428, U0436, U0441, U0445, U0447, U0452, U0454, U0455, U0465, U0468, U0472, U0473, U0474, U0479, U0481, U0483, U0484, U0490, U0494, U0499, U0500, U0516, U0520, U0523, U0527, U0533, U0539, U0548, U0553, U0557, U0569, U0571, U0573, U0577, U0578, U0587, U0591, U0595, U0600, U0601, U0603, U0608, U0612, U0614, U0619, U0625, U0629, U0633, U0635, U0638, U0644, U0646, U0660, U0662, U0665, U0667, U0672, U0677, U0678, U0686, U0693, U0694, U0695, U0705, U0710, U0715, U0720, U0728, U0731, U0735, U0737, U0746, U0750, U0753, U0766, U0768, U0770, U0774, U0776, U0777, U0781, U0796, U0798, U0801, U0806, U0808, U0821, U0830, U0840, U0841, U0843, U0857, U0861, U0862, U0866, U0868, U0872, U0874, U0876, U0882, U0887, U0888, U0890, U0901, U0903, U0911, U0917, U0919, U0921, U0927, U0937, U0938, U0948, U0949, U0950, U0953, U0960, U0965, U0968, U0973, U0977, U0979, U0983, U0984, U0986, U0987, U0993, U0997",Device connected to many users
