user_id,account_age_days,transaction_count,transactions_per_hour,unique_merchant_count,merchant_concentration_ratio,unique_device_count,max_shared_device_users,max_users_on_device_in_window,is_suspicious
U0325,244,12.0,0.03297307199120718,12.0,0.0,11.0,32.0,2.0,0.0
U0326,286,9.0,0.020706315426204994,9.0,0.0,9.0,34.0,2.0,0.0
U0327,686,19.0,0.027842227378190258,16.0,0.1578947368421053,19.0,30.0,3.0,0.0
U0328,498,17.0,0.02697342324474415,16.0,0.05882352941176472,17.0,29.0,2.0,0.0
U0329,220,5.0,0.009759271307742354,5.0,0.0,5.0,30.0,2.0,0.0
U0330,553,16.0,0.026564099726057718,15.0,0.0625,16.0,37.0,2.0,0.0
U0331,136,11.0,0.0167521193969237,10.0,0.09090909090909094,11.0,27.0,2.0,0.0
U0332,741,6.0,0.018796011068762074,6.0,0.0,6.0,29.0,2.0,0.0
U0333,958,7.0,0.012658609361343017,7.0,0.0,7.0,37.0,1.0,0.0
U0334,904,14.0,0.024585125998770743,13.0,0.0714285714285714,14.0,36.0,2.0,0.0
U0335,585,20.0,0.02939951490800402,15.0,0.25,18.0,37.0,2.0,0.0
U0336,591,9.0,0.014092593559162796,8.0,0.11111111111111116,9.0,32.0,2.0,0.0
U0337,485,10.0,0.01680672268907563,9.0,0.09999999999999998,10.0,27.0,1.0,0.0
U0338,249,9.0,0.018881779083184728,9.0,0.0,9.0,30.0,2.0,0.0
U0339,804,18.0,0.02736186060652124,16.0,0.11111111111111116,17.0,36.0,2.0,0.0
U0340,485,13.0,0.023805890431863267,12.0,0.07692307692307687,13.0,32.0,2.0,0.0
U0341,827,5.0,0.015809443507588533,5.0,0.0,5.0,36.0,2.0,0.0
U0342,417,16.0,0.03180809118319473,14.0,0.125,16.0,37.0,2.0,0.0
U0343,195,9.0,0.01509433962264151,8.0,0.11111111111111116,9.0,31.0,2.0,0.0
U0344,97,10.0,0.019141198239009765,7.0,0.30000000000000004,10.0,28.0,3.0,0.0
U0345,100,11.0,0.02094041500095184,9.0,0.18181818181818177,11.0,32.0,2.0,0.0
U0346,675,15.0,0.02372291633718172,14.0,0.06666666666666665,14.0,26.0,2.0,0.0
U0347,442,11.0,0.01803525071731111,10.0,0.09090909090909094,11.0,33.0,2.0,0.0
U0348,363,8.0,0.012539840117038507,7.0,0.125,8.0,31.0,2.0,0.0
U0349,434,13.0,0.02049988173145155,13.0,0.0,13.0,32.0,2.0,0.0
U0350,421,13.0,0.022406710522535983,12.0,0.07692307692307687,13.0,31.0,2.0,0.0
U0351,479,12.0,0.017189514396218308,12.0,0.0,12.0,28.0,2.0,0.0
U0352,885,12.0,0.018321543081072828,11.0,0.08333333333333337,12.0,31.0,2.0,0.0
U0353,747,8.0,0.011841326228537596,8.0,0.0,8.0,30.0,2.0,0.0
U0354,56,15.0,0.022590928487160822,15.0,0.0,15.0,31.0,2.0,0.0
U0355,690,11.0,0.019385537214357047,11.0,0.0,11.0,33.0,2.0,0.0
U0356,670,12.0,0.02353402627966268,11.0,0.08333333333333337,11.0,38.0,2.0,0.0
U0357,662,12.0,0.020188991391638392,10.0,0.16666666666666663,12.0,34.0,2.0,0.0
U0358,101,9.0,0.01333497962711446,7.0,0.2222222222222222,9.0,36.0,2.0,0.0
U0359,63,9.0,0.02071664236937006,8.0,0.11111111111111116,9.0,29.0,2.0,0.0
U0360,413,9.0,0.014156879194630873,9.0,0.0,9.0,33.0,2.0,0.0
U0361,746,18.0,0.028388928317956,16.0,0.11111111111111116,18.0,36.0,2.0,0.0
U0362,348,11.0,0.01997639153727413,11.0,0.0,11.0,32.0,2.0,0.0
U0363,820,8.0,0.014246705449364835,8.0,0.0,8.0,31.0,2.0,0.0
U0364,883,8.0,0.01614042166851609,8.0,0.0,8.0,28.0,2.0,0.0
U0365,112,14.0,0.021736880240140772,14.0,0.0,14.0,32.0,2.0,0.0
U0366,255,10.0,0.018609267415172756,10.0,0.0,10.0,31.0,2.0,0.0
U0367,197,11.0,0.019881913483552234,10.0,0.09090909090909094,11.0,33.0,2.0,0.0
U0368,195,11.0,0.026209197045508698,11.0,0.0,10.0,37.0,2.0,0.0
U0369,550,13.0,0.020282393322412044,11.0,0.15384615384615385,13.0,36.0,2.0,0.0
U0370,460,9.0,0.01876042245692051,8.0,0.11111111111111116,9.0,31.0,2.0,0.0
U0371,144,10.0,0.020062863639403464,10.0,0.0,10.0,27.0,2.0,0.0
U0372,433,12.0,0.01981069777679947,12.0,0.0,12.0,29.0,2.0,0.0
U0373,188,12.0,0.02126026102876041,9.0,0.25,12.0,33.0,2.0,0.0
U0374,286,13.0,0.019139225597487364,12.0,0.07692307692307687,13.0,37.0,2.0,0.0
U0375,474,12.0,0.018665422305179657,10.0,0.16666666666666663,12.0,31.0,2.0,0.0
U0376,256,9.0,0.012739755113596148,7.0,0.2222222222222222,9.0,34.0,2.0,0.0
U0377,896,11.0,0.018114450391107453,10.0,0.09090909090909094,11.0,34.0,3.0,0.0
U0378,946,9.0,0.018149430309548617,9.0,0.0,9.0,36.0,3.0,0.0
U0379,78,12.0,0.017697809896025367,11.0,0.08333333333333337,12.0,36.0,2.0,0.0
U0380,454,13.0,0.020679233277658474,11.0,0.15384615384615385,13.0,34.0,2.0,0.0
U0381,828,14.0,0.026471700491617293,12.0,0.1428571428571429,14.0,37.0,2.0,0.0
U0382,883,10.0,0.01747997086671522,9.0,0.09999999999999998,10.0,33.0,2.0,0.0
U0383,877,11.0,0.018169304886441844,11.0,0.0,11.0,33.0,2.0,0.0
U0384,564,13.0,0.020748543611842633,12.0,0.07692307692307687,12.0,32.0,2.0,0.0
U0385,101,8.0,0.012100128563865992,8.0,0.0,8.0,33.0,2.0,0.0
U0386,52,15.0,0.023884716435338765,14.0,0.06666666666666665,15.0,31.0,3.0,0.0
U0387,668,11.0,0.01573264046149079,10.0,0.09090909090909094,11.0,37.0,2.0,0.0
U0388,554,11.0,0.015485324135989301,11.0,0.0,11.0,32.0,2.0,0.0
U0389,857,12.0,0.027002700270027005,12.0,0.0,12.0,34.0,2.0,0.0
U0390,16,10.0,0.01465380388325803,10.0,0.0,10.0,31.0,2.0,0.0
U0391,993,12.0,0.018602247771605733,12.0,0.0,12.0,37.0,2.0,0.0
U0392,96,9.0,0.018844221105527637,8.0,0.11111111111111116,9.0,37.0,2.0,0.0
U0393,949,6.0,0.011923293478620874,5.0,0.16666666666666663,6.0,30.0,2.0,0.0
U0394,772,11.0,0.022407061619419452,10.0,0.09090909090909094,11.0,37.0,2.0,0.0
U0395,870,10.0,0.017212197710777703,9.0,0.09999999999999998,10.0,29.0,2.0,0.0
U0396,243,7.0,0.01553082128462079,7.0,0.0,7.0,36.0,2.0,0.0
U0397,171,12.0,0.020730162386272025,11.0,0.08333333333333337,11.0,31.0,2.0,0.0
U0398,417,14.0,0.02058016464131713,14.0,0.0,14.0,31.0,2.0,0.0
U0399,498,11.0,0.015916270769527577,10.0,0.09090909090909094,11.0,32.0,2.0,0.0
U0400,493,8.0,0.022713292007760375,8.0,0.0,7.0,25.0,2.0,0.0
U0401,219,9.0,0.017916390179163903,7.0,0.2222222222222222,9.0,37.0,2.0,0.0
U0402,886,15.0,0.022070724410221197,13.0,0.1333333333333333,15.0,31.0,2.0,0.0
U0403,411,9.0,0.013449229159921298,9.0,0.0,9.0,37.0,2.0,0.0
U0404,925,11.0,0.02036597031505539,11.0,0.0,11.0,28.0,2.0,0.0
U0405,61,16.0,0.02504042986071261,14.0,0.125,16.0,38.0,3.0,0.0
U0406,169,12.0,0.01988400994200497,11.0,0.08333333333333337,12.0,32.0,2.0,0.0
U0407,389,12.0,0.01906476725096648,10.0,0.16666666666666663,12.0,31.0,2.0,0.0
U0408,3,9.0,0.018232156121277602,9.0,0.0,9.0,28.0,3.0,0.0
U0409,400,5.0,0.009718172983479106,5.0,0.0,5.0,26.0,2.0,0.0
U0410,272,10.0,0.014537348872144017,10.0,0.0,10.0,32.0,2.0,0.0
U0411,949,11.0,0.017055585704318164,11.0,0.0,11.0,30.0,2.0,0.0
U0412,803,17.0,0.02769180648314058,15.0,0.11764705882352944,16.0,38.0,2.0,0.0
U0413,804,11.0,0.018212925658148905,11.0,0.0,11.0,28.0,2.0,0.0
U0414,466,17.0,0.024613305663473372,16.0,0.05882352941176472,17.0,33.0,2.0,0.0
U0415,293,16.0,0.027306084136871744,14.0,0.125,16.0,32.0,2.0,0.0
U0416,434,11.0,0.018704832081621083,11.0,0.0,11.0,37.0,2.0,0.0
U0417,714,15.0,0.021205409735639225,12.0,0.19999999999999996,15.0,38.0,2.0,0.0
U0418,981,13.0,0.022456382794955952,9.0,0.3076923076923077,13.0,36.0,2.0,0.0
U0419,749,14.0,0.021093867711315353,12.0,0.1428571428571429,14.0,38.0,2.0,0.0
U0420,803,11.0,0.018769729545260645,9.0,0.18181818181818177,10.0,25.0,2.0,0.0
U0421,570,6.0,0.00967533863685229,6.0,0.0,6.0,27.0,2.0,0.0
U0422,678,10.0,0.01995543286659793,10.0,0.0,10.0,31.0,2.0,0.0
U0423,736,6.0,0.012446411284746231,6.0,0.0,6.0,26.0,2.0,0.0
U0424,499,11.0,0.018179314144057292,11.0,0.0,10.0,23.0,2.0,0.0
U0425,159,15.0,0.023315458148752622,13.0,0.1333333333333333,14.0,33.0,2.0,0.0
U0426,195,8.0,0.014839088632639812,8.0,0.0,8.0,32.0,1.0,0.0
U0427,304,16.0,0.029752680840513235,15.0,0.0625,16.0,37.0,2.0,0.0
U0428,223,16.0,0.022482962130260662,14.0,0.125,16.0,31.0,2.0,0.0
U0429,992,16.0,0.031347962382445145,14.0,0.125,15.0,38.0,2.0,0.0
U0430,60,14.0,0.021105527638190954,10.0,0.2857142857142857,14.0,29.0,2.0,0.0
U0431,594,4.0,0.007160545394874243,4.0,0.0,4.0,29.0,2.0,0.0
U0432,754,10.0,0.015607928827844545,9.0,0.09999999999999998,10.0,24.0,2.0,0.0
U0433,556,12.0,0.01773486378639342,11.0,0.08333333333333337,12.0,32.0,2.0,0.0
U0434,63,6.0,0.010036241984945637,5.0,0.16666666666666663,6.0,37.0,2.0,0.0
U0435,766,8.0,0.013336667500208385,7.0,0.125,8.0,29.0,2.0,0.0
U0436,322,16.0,0.023291360361016086,14.0,0.125,15.0,37.0,2.0,0.0
U0437,59,8.0,0.01627891202604626,8.0,0.0,8.0,31.0,2.0,0.0
U0438,52,14.0,0.022653110757530813,11.0,0.2142857142857143,14.0,33.0,2.0,0.0
U0439,599,14.0,0.020775109440308658,13.0,0.0714285714285714,14.0,37.0,2.0,0.0
U0440,489,9.0,0.02572163475278651,9.0,0.0,9.0,36.0,2.0,0.0
U0441,515,10.0,0.015798620253831164,9.0,0.09999999999999998,10.0,25.0,3.0,0.0
U0442,942,13.0,0.02007205352547607,12.0,0.07692307692307687,13.0,37.0,2.0,0.0
U0443,874,6.0,0.032730248204382216,5.0,0.16666666666666663,6.0,31.0,2.0,0.0
U0444,544,10.0,0.019588638589618023,10.0,0.0,10.0,32.0,2.0,0.0
U0445,162,12.0,0.018301052310507854,12.0,0.0,12.0,26.0,2.0,0.0
U0446,59,7.0,0.015707981150422618,7.0,0.0,7.0,36.0,2.0,0.0
U0447,984,17.0,0.026443367122080213,16.0,0.05882352941176472,16.0,34.0,2.0,0.0
U0448,521,17.0,0.026846344159604147,14.0,0.17647058823529416,17.0,34.0,2.0,0.0
U0449,83,10.0,0.022220576253610843,10.0,0.0,10.0,29.0,2.0,0.0
U0450,872,10.0,0.01695921309251251,9.0,0.09999999999999998,10.0,36.0,2.0,0.0
U0451,191,11.0,0.017289254466390735,9.0,0.18181818181818177,11.0,30.0,2.0,0.0
U0452,71,10.0,0.016972165648336725,9.0,0.09999999999999998,10.0,31.0,2.0,0.0
U0453,610,16.0,0.02625533311453889,13.0,0.1875,16.0,29.0,2.0,0.0
U0454,70,12.0,0.020066889632107024,12.0,0.0,12.0,31.0,2.0,0.0
U0455,692,13.0,0.02587579617834395,13.0,0.0,13.0,37.0,2.0,0.0
U0456,883,22.0,0.03486529318541997,18.0,0.18181818181818177,21.0,37.0,3.0,0.0
U0457,241,11.0,0.016410970485118234,11.0,0.0,11.0,29.0,2.0,0.0
U0458,414,14.0,0.02389962158932484,12.0,0.1428571428571429,14.0,31.0,2.0,0.0
U0459,123,11.0,0.01947707017647406,9.0,0.18181818181818177,11.0,30.0,2.0,0.0
U0460,965,9.0,0.018670262420910695,9.0,0.0,9.0,37.0,2.0,0.0
U0461,912,13.0,0.020193651944286233,11.0,0.15384615384615385,13.0,36.0,2.0,0.0
U0462,584,11.0,0.020642417039376974,10.0,0.09090909090909094,10.0,38.0,2.0,0.0
U0463,253,8.0,0.015227943275911296,8.0,0.0,8.0,28.0,2.0,0.0
U0464,593,10.0,0.016328307843030535,9.0,0.09999999999999998,10.0,29.0,2.0,0.0
U0465,609,15.0,0.03451184906818008,14.0,0.06666666666666665,15.0,29.0,2.0,0.0
U0466,41,7.0,0.013625304136253041,7.0,0.0,7.0,31.0,1.0,0.0
U0467,635,13.0,0.01845629643651507,13.0,0.0,13.0,32.0,2.0,0.0
U0468,84,12.0,0.021180831347630397,11.0,0.08333333333333337,12.0,31.0,2.0,0.0
U0469,430,14.0,0.022262270751616665,13.0,0.0714285714285714,13.0,34.0,2.0,0.0
U0470,674,8.0,0.01897083234526915,7.0,0.125,8.0,28.0,2.0,0.0
U0471,598,8.0,0.013461214874642437,7.0,0.125,8.0,31.0,2.0,0.0
U0472,579,5.0,0.009457159069415546,5.0,0.0,5.0,37.0,2.0,0.0
U0473,536,9.0,0.016360661697873112,8.0,0.11111111111111116,9.0,38.0,2.0,0.0
U0474,324,13.0,0.01889901143632487,13.0,0.0,13.0,31.0,2.0,0.0
U0475,958,9.0,0.017369487600115797,9.0,0.0,9.0,27.0,2.0,0.0
U0476,268,10.0,0.019466614755693983,9.0,0.09999999999999998,10.0,33.0,2.0,0.0
U0477,210,8.0,0.01507253658230233,8.0,0.0,8.0,31.0,2.0,0.0
U0478,686,13.0,0.021106751454471655,12.0,0.07692307692307687,12.0,27.0,2.0,0.0
U0479,734,10.0,0.016970245502884944,10.0,0.0,10.0,31.0,2.0,0.0
U0480,322,15.0,0.02181818181818182,14.0,0.06666666666666665,15.0,32.0,2.0,0.0
U0481,245,10.0,0.015865460891638903,9.0,0.09999999999999998,10.0,38.0,2.0,0.0
U0482,272,20.0,0.030888825967206362,17.0,0.15000000000000002,20.0,32.0,2.0,0.0
U0483,406,8.0,0.016192146808797735,8.0,0.0,8.0,30.0,2.0,0.0
U0484,135,12.0,0.018994855559952513,11.0,0.08333333333333337,11.0,32.0,2.0,0.0
U0485,688,6.0,0.009870044415199869,6.0,0.0,6.0,28.0,2.0,0.0
U0486,661,13.0,0.0199682555936716,12.0,0.07692307692307687,12.0,31.0,2.0,0.0
U0487,308,7.0,0.010887880751782243,7.0,0.0,7.0,31.0,2.0,0.0
U0488,469,13.0,0.030757097791798107,12.0,0.07692307692307687,13.0,36.0,2.0,0.0
U0489,324,13.0,0.01942231075697211,13.0,0.0,13.0,34.0,2.0,0.0
U0490,952,14.0,0.020575123695684126,13.0,0.0714285714285714,13.0,32.0,2.0,0.0
U0491,770,13.0,0.023602033405954976,11.0,0.15384615384615385,12.0,32.0,2.0,0.0
U0492,959,12.0,0.0208375539027002,10.0,0.16666666666666663,10.0,27.0,2.0,0.0
U0493,75,15.0,0.02468797147167741,15.0,0.0,14.0,31.0,2.0,0.0
U0494,10,15.0,0.022712933753943218,13.0,0.1333333333333333,15.0,31.0,2.0,0.0
U0495,470,11.0,0.018025399426464563,10.0,0.09090909090909094,11.0,28.0,2.0,0.0
U0496,637,18.0,0.025566971260830455,16.0,0.11111111111111116,17.0,36.0,2.0,0.0
U0497,577,5.0,0.010363052264326919,5.0,0.0,5.0,28.0,2.0,0.0
U0498,103,12.0,0.01693320790216369,11.0,0.08333333333333337,12.0,32.0,2.0,0.0
U0499,76,12.0,0.023577182526688063,11.0,0.08333333333333337,12.0,37.0,2.0,0.0
U0500,551,17.0,0.024565290689273156,12.0,0.2941176470588235,17.0,37.0,2.0,0.0
U0501,219,8.0,0.021661627329753148,8.0,0.0,8.0,31.0,2.0,0.0
U0502,519,14.0,0.030139935414424113,13.0,0.0714285714285714,13.0,32.0,2.0,0.0
U0503,272,11.0,0.020126246455036138,10.0,0.09090909090909094,11.0,29.0,2.0,0.0
U0504,136,12.0,0.022656471254602097,12.0,0.0,12.0,31.0,2.0,0.0
U0505,956,7.0,0.013206301292330913,7.0,0.0,7.0,32.0,3.0,0.0
U0506,358,8.0,0.01173192550227306,8.0,0.0,8.0,28.0,2.0,0.0
U0507,903,11.0,0.018508132361189006,10.0,0.09090909090909094,11.0,30.0,3.0,0.0
U0508,71,11.0,0.018322645123677855,9.0,0.18181818181818177,11.0,36.0,2.0,0.0
U0509,901,10.0,0.018477457501847743,10.0,0.0,10.0,38.0,2.0,0.0
U0510,251,12.0,0.02051749686538242,12.0,0.0,12.0,29.0,2.0,0.0
U0511,379,14.0,0.023103581055063535,13.0,0.0714285714285714,14.0,24.0,2.0,0.0
U0512,292,10.0,0.01638896476372576,10.0,0.0,10.0,38.0,2.0,0.0
U0513,162,18.0,0.028174893039757905,15.0,0.16666666666666663,18.0,33.0,2.0,0.0
U0514,449,7.0,0.012211077191452245,7.0,0.0,7.0,28.0,2.0,0.0
U0515,854,7.0,0.010497375656085979,7.0,0.0,7.0,36.0,2.0,0.0
U0516,557,14.0,0.02564337393534206,13.0,0.0714285714285714,14.0,37.0,2.0,0.0
U0517,721,11.0,0.01644286105782406,9.0,0.18181818181818177,11.0,36.0,2.0,0.0
U0518,310,10.0,0.014529955925800359,10.0,0.0,10.0,36.0,2.0,0.0
U0519,627,11.0,0.027472527472527476,11.0,0.0,11.0,31.0,2.0,0.0
U0520,827,16.0,0.024278596899420853,14.0,0.125,16.0,33.0,2.0,0.0
U0521,670,15.0,0.028853552192869968,14.0,0.06666666666666665,15.0,32.0,2.0,0.0
U0522,542,16.0,0.027380850517669204,15.0,0.0625,16.0,31.0,2.0,0.0
U0523,9,13.0,0.022137707895782482,12.0,0.07692307692307687,13.0,31.0,2.0,0.0
U0524,684,7.0,0.015605841043361943,6.0,0.1428571428571429,6.0,29.0,2.0,0.0
U0525,837,6.0,0.010460251046025104,5.0,0.16666666666666663,6.0,29.0,2.0,0.0
U0526,568,8.0,0.016793198754504426,7.0,0.125,8.0,31.0,2.0,0.0
U0527,307,13.0,0.023582053452654492,12.0,0.07692307692307687,13.0,28.0,2.0,0.0
U0528,955,9.0,0.026569572918716786,8.0,0.11111111111111116,9.0,37.0,2.0,0.0
U0529,680,9.0,0.01833367284579344,8.0,0.11111111111111116,9.0,31.0,3.0,0.0
U0530,107,10.0,0.018336847895846702,10.0,0.0,10.0,27.0,2.0,0.0
U0531,962,11.0,0.021730541288028447,11.0,0.0,11.0,36.0,2.0,0.0
U0532,900,7.0,0.013961837643773685,6.0,0.1428571428571429,7.0,32.0,2.0,0.0
U0533,138,14.0,0.019597321699367752,14.0,0.0,14.0,30.0,2.0,0.0
U0534,271,9.0,0.01519885164232036,9.0,0.0,9.0,30.0,2.0,0.0
U0535,119,8.0,0.014193624696906973,7.0,0.125,7.0,32.0,2.0,0.0
U0536,912,6.0,0.00960256068284876,4.0,0.33333333333333337,6.0,32.0,2.0,0.0
U0537,110,18.0,0.029573646594923193,15.0,0.16666666666666663,18.0,37.0,2.0,0.0
U0538,761,6.0,0.022979701263883566,6.0,0.0,6.0,31.0,2.0,0.0
U0539,567,14.0,0.022171778493374865,12.0,0.1428571428571429,14.0,37.0,2.0,0.0
U0540,160,12.0,0.020431907829393567,12.0,0.0,12.0,31.0,2.0,0.0
U0541,279,11.0,0.01746031746031746,11.0,0.0,11.0,29.0,2.0,0.0
U0542,289,12.0,0.025284450063211124,11.0,0.08333333333333337,12.0,28.0,2.0,0.0
U0543,620,10.0,0.016192583796621147,10.0,0.0,10.0,38.0,2.0,0.0
U0544,216,12.0,0.017201012948540303,9.0,0.25,12.0,36.0,2.0,0.0
U0545,735,14.0,0.024146257330113833,13.0,0.0714285714285714,14.0,30.0,2.0,0.0
U0546,352,9.0,0.019790368687238876,9.0,0.0,9.0,26.0,2.0,0.0
U0547,209,8.0,0.013281314850170166,7.0,0.125,8.0,36.0,2.0,0.0
U0548,704,17.0,0.027734725507790194,16.0,0.05882352941176472,17.0,33.0,2.0,0.0
U0549,650,10.0,0.017729972518542598,10.0,0.0,10.0,26.0,2.0,0.0
U0550,874,10.0,0.020540910647038686,8.0,0.19999999999999996,10.0,33.0,2.0,0.0
U0551,271,12.0,0.01907032181168057,11.0,0.08333333333333337,12.0,34.0,2.0,0.0
U0552,518,11.0,0.02041826506620468,9.0,0.18181818181818177,11.0,28.0,2.0,0.0
U0553,501,18.0,0.025539160045402954,16.0,0.11111111111111116,18.0,34.0,2.0,0.0
U0554,258,11.0,0.022577224369719155,11.0,0.0,10.0,38.0,2.0,0.0
U0555,928,7.0,0.010984699882306787,7.0,0.0,7.0,32.0,2.0,0.0
U0556,930,12.0,0.02395687762028349,12.0,0.0,12.0,26.0,3.0,0.0
U0557,867,12.0,0.018762214983713353,11.0,0.08333333333333337,12.0,29.0,2.0,0.0
U0558,53,11.0,0.01830485910805414,9.0,0.18181818181818177,11.0,33.0,2.0,0.0
U0559,95,15.0,0.025630072618539085,14.0,0.06666666666666665,15.0,29.0,2.0,0.0
U0560,650,15.0,0.024356580336120807,13.0,0.1333333333333333,15.0,31.0,2.0,0.0
U0561,434,10.0,0.01531745423910546,10.0,0.0,10.0,22.0,2.0,0.0
U0562,850,20.0,0.028364100503462785,19.0,0.050000000000000044,19.0,34.0,2.0,0.0
U0563,284,13.0,0.018781151429052997,12.0,0.07692307692307687,13.0,36.0,2.0,0.0
U0564,46,7.0,0.013870541611624834,7.0,0.0,7.0,29.0,2.0,0.0
U0565,4,10.0,0.015167218584898504,10.0,0.0,10.0,36.0,2.0,0.0
U0566,342,11.0,0.015725143551499846,9.0,0.18181818181818177,11.0,31.0,2.0,0.0
U0567,790,16.0,0.023013856259289447,15.0,0.0625,16.0,36.0,3.0,0.0
U0568,134,10.0,0.02381235861412073,9.0,0.09999999999999998,10.0,30.0,2.0,0.0
U0569,653,17.0,0.02523565649818155,17.0,0.0,17.0,38.0,2.0,0.0
U0570,269,6.0,0.020890152614170487,6.0,0.0,6.0,31.0,2.0,0.0
U0571,166,10.0,0.01504853151413308,9.0,0.09999999999999998,10.0,34.0,2.0,0.0
U0572,760,8.0,0.012114787612629666,6.0,0.25,8.0,27.0,2.0,0.0
U0573,453,11.0,0.021339886187273668,11.0,0.0,11.0,37.0,2.0,0.0
U0574,565,9.0,0.013702801461632157,8.0,0.11111111111111116,9.0,26.0,2.0,0.0
U0575,723,6.0,0.011742831979645757,6.0,0.0,6.0,31.0,3.0,0.0
U0576,438,13.0,0.019306930693069307,12.0,0.07692307692307687,13.0,27.0,1.0,0.0
U0577,575,12.0,0.019194369651568875,11.0,0.08333333333333337,12.0,28.0,2.0,0.0
U0578,10,11.0,0.022340317503300275,9.0,0.18181818181818177,11.0,32.0,2.0,0.0
U0579,115,11.0,0.017312383600451172,9.0,0.18181818181818177,10.0,33.0,2.0,0.0
U0580,78,18.0,0.033582089552238806,17.0,0.05555555555555558,17.0,36.0,2.0,0.0
U0581,968,7.0,0.012718793531585004,5.0,0.2857142857142857,7.0,30.0,2.0,0.0
U0582,905,8.0,0.01659865827512276,8.0,0.0,8.0,29.0,2.0,0.0
U0583,708,12.0,0.020870170149859417,10.0,0.16666666666666663,12.0,29.0,2.0,0.0
U0584,926,14.0,0.021200878322101914,12.0,0.1428571428571429,14.0,31.0,2.0,0.0
U0585,153,9.0,0.014885464619455854,8.0,0.11111111111111116,9.0,36.0,2.0,0.0
U0586,559,15.0,0.029487893581468496,13.0,0.1333333333333333,14.0,38.0,2.0,0.0
U0587,37,24.0,0.04071822423299873,18.0,0.25,23.0,33.0,2.0,0.0
U0588,855,12.0,0.01802072383240727,11.0,0.08333333333333337,12.0,32.0,2.0,0.0
U0589,379,13.0,0.023705324580598104,12.0,0.07692307692307687,13.0,36.0,2.0,0.0
U0590,597,10.0,0.016923337282112032,9.0,0.09999999999999998,10.0,29.0,2.0,0.0
U0591,566,13.0,0.01992133626194003,11.0,0.15384615384615385,13.0,37.0,2.0,0.0
U0592,152,17.0,0.03149411801031278,16.0,0.05882352941176472,17.0,31.0,2.0,0.0
U0593,441,14.0,0.020495803240288893,14.0,0.0,14.0,29.0,2.0,0.0
U0594,131,11.0,0.01729650400964411,9.0,0.18181818181818177,11.0,31.0,2.0,0.0
U0595,43,14.0,0.032628962088253576,13.0,0.0714285714285714,14.0,31.0,2.0,0.0
U0596,316,11.0,0.044873538210497686,11.0,0.0,10.0,31.0,2.0,0.0
U0597,374,10.0,0.020942408376963352,9.0,0.09999999999999998,10.0,28.0,2.0,0.0
U0598,921,7.0,0.01040917990532603,7.0,0.0,7.0,27.0,2.0,0.0
U0599,956,9.0,0.01590761798150003,8.0,0.11111111111111116,9.0,31.0,2.0,0.0
U0600,816,7.0,0.012349309026756836,7.0,0.0,7.0,31.0,2.0,0.0
U0601,996,13.0,0.02199041443473358,12.0,0.07692307692307687,13.0,37.0,2.0,0.0
U0602,882,12.0,0.019098649831560517,11.0,0.08333333333333337,12.0,34.0,2.0,0.0
U0603,41,10.0,0.017018862572684725,8.0,0.19999999999999996,10.0,27.0,2.0,0.0
U0604,921,12.0,0.01727944705769415,11.0,0.08333333333333337,12.0,29.0,2.0,0.0
U0605,367,16.0,0.024762052155072354,14.0,0.125,16.0,31.0,2.0,0.0
U0606,216,13.0,0.019446037246640572,12.0,0.07692307692307687,13.0,27.0,2.0,0.0
U0607,699,6.0,0.016722408026755852,5.0,0.16666666666666663,6.0,34.0,2.0,0.0
U0608,256,16.0,0.026726801971101645,14.0,0.125,16.0,37.0,2.0,0.0
U0609,683,12.0,0.01927762456826153,11.0,0.08333333333333337,12.0,28.0,2.0,0.0
U0610,106,14.0,0.02553346708006566,14.0,0.0,13.0,27.0,2.0,0.0
U0611,363,14.0,0.024791924915884538,14.0,0.0,14.0,37.0,3.0,0.0
U0612,799,13.0,0.025210898865509552,12.0,0.07692307692307687,13.0,36.0,2.0,0.0
U0613,574,17.0,0.03215738201078218,17.0,0.0,17.0,29.0,2.0,0.0
U0614,906,13.0,0.02478787300981981,13.0,0.0,12.0,30.0,3.0,0.0
U0615,896,11.0,0.02042837687260121,8.0,0.2727272727272727,11.0,29.0,2.0,0.0
U0616,417,15.0,0.024644705495769328,14.0,0.06666666666666665,15.0,38.0,2.0,0.0
U0617,998,7.0,0.010816936231585453,7.0,0.0,7.0,27.0,2.0,0.0
U0618,636,17.0,0.030848329048843187,15.0,0.11764705882352944,16.0,32.0,2.0,0.0
U0619,768,8.0,0.012818458580355711,8.0,0.0,8.0,32.0,2.0,0.0
U0620,159,11.0,0.017843624959446306,11.0,0.0,10.0,38.0,2.0,0.0
U0621,948,8.0,0.02285823134434973,8.0,0.0,8.0,24.0,3.0,0.0
U0622,953,17.0,0.024498030550485158,17.0,0.0,17.0,31.0,2.0,0.0
U0623,243,11.0,0.020856375414757468,10.0,0.09090909090909094,11.0,29.0,2.0,0.0
U0624,886,9.0,0.014594200156752522,9.0,0.0,9.0,31.0,2.0,0.0
U0625,167,10.0,0.019154030327214685,9.0,0.09999999999999998,10.0,29.0,2.0,0.0
U0626,1000,6.0,0.013715853240370328,6.0,0.0,6.0,36.0,3.0,0.0
U0627,820,14.0,0.025480798398349817,14.0,0.0,14.0,27.0,2.0,0.0
U0628,831,12.0,0.025593630029859236,11.0,0.08333333333333337,11.0,30.0,2.0,0.0
