user_id,account_age_days,transaction_count,transactions_per_hour,unique_merchant_count,merchant_concentration_ratio,unique_device_count,max_shared_device_users,max_users_on_device_in_window,is_suspicious,velocity_score,short_window_device_score,merchant_score,account_age_score,shared_device_score,risk_score,risk_level,risk_reasons
U0163,599,15.0,0.0237467018469657,13.0,0.1333333333333333,15.0,38.0,2.0,0.0,0.0002374670184696,0.2,0.1333333333333333,0.0,1.0,23.01,LOW,Device connected to many users
U0164,439,10.0,0.0189435797051116,9.0,0.0999999999999999,9.0,29.0,2.0,0.0,0.0001894357970511,0.2,0.0999999999999999,0.0,1.0,22.51,LOW,Device connected to many users
U0165,920,11.0,0.0206088992974238,10.0,0.0909090909090909,11.0,31.0,2.0,0.0,0.0002060889929742,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0166,598,8.0,0.0175779104258981,7.0,0.125,8.0,34.0,2.0,0.0,0.0001757791042589,0.2,0.125,0.0,1.0,22.88,LOW,Device connected to many users
U0167,409,14.0,0.0224989955805544,13.0,0.0714285714285714,13.0,33.0,2.0,0.0,0.0002249899558055,0.2,0.0714285714285714,0.0,1.0,22.08,LOW,Device connected to many users
U0168,371,8.0,0.0124905670196986,8.0,0.0,8.0,32.0,3.0,0.0,0.0001249056701969,0.4,0.0,0.0,1.0,27.0,LOW,Device connected to many users
U0169,225,8.0,0.0130271942680345,8.0,0.0,8.0,37.0,2.0,0.0,0.0001302719426803,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0170,142,10.0,0.0165130039906426,9.0,0.0999999999999999,10.0,37.0,2.0,0.0,0.0001651300399064,0.2,0.0999999999999999,0.0,1.0,22.5,LOW,Device connected to many users
U0171,522,14.0,0.0207049543998028,14.0,0.0,14.0,31.0,2.0,0.0,0.000207049543998,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0172,506,11.0,0.0210030549898167,11.0,0.0,11.0,28.0,2.0,0.0,0.0002100305498981,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0173,94,11.0,0.0194094812375014,10.0,0.0909090909090909,11.0,38.0,2.0,0.0,0.000194094812375,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0174,774,12.0,0.0205280264583452,12.0,0.0,12.0,38.0,2.0,0.0,0.0002052802645834,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0175,49,11.0,0.0216194968553459,11.0,0.0,11.0,29.0,2.0,0.0,0.0002161949685534,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0176,882,16.0,0.0294270913159427,14.0,0.125,15.0,38.0,3.0,0.0,0.0002942709131594,0.4,0.125,0.0,1.0,28.88,LOW,Device connected to many users
U0177,113,7.0,0.0106883827458964,7.0,0.0,7.0,31.0,2.0,0.0,0.0001068838274589,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0178,157,13.0,0.0209205020920502,12.0,0.0769230769230768,13.0,32.0,3.0,0.0,0.0002092050209205,0.4,0.0769230769230768,0.0,1.0,28.16,LOW,Device connected to many users
U0179,643,11.0,0.0179552750421676,10.0,0.0909090909090909,11.0,34.0,2.0,0.0,0.0001795527504216,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0180,164,13.0,0.0185953368616793,13.0,0.0,13.0,32.0,2.0,0.0,0.0001859533686167,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0181,812,9.0,0.0192499643519178,9.0,0.0,8.0,30.0,2.0,0.0,0.0001924996435191,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0182,697,12.0,0.0189763322966633,10.0,0.1666666666666666,12.0,32.0,2.0,0.0,0.0001897633229666,0.2,0.1666666666666666,0.0,1.0,23.51,LOW,Device connected to many users
U0183,433,8.0,0.0131007942356505,6.0,0.25,8.0,31.0,2.0,0.0,0.0001310079423565,0.2,0.25,0.0,1.0,24.75,LOW,Device connected to many users
U0184,611,17.0,0.0304069160828737,16.0,0.0588235294117647,17.0,34.0,2.0,0.0,0.0003040691608287,0.2,0.0588235294117647,0.0,1.0,21.89,LOW,Device connected to many users
U0185,66,7.0,0.0178997613365155,7.0,0.0,7.0,31.0,2.0,0.0,0.0001789976133651,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0186,395,7.0,0.010648547233913,6.0,0.1428571428571429,7.0,29.0,2.0,0.0,0.0001064854723391,0.2,0.1428571428571429,0.0,1.0,23.15,LOW,Device connected to many users
U0187,391,8.0,0.0217096336499321,8.0,0.0,8.0,26.0,2.0,0.0,0.0002170963364993,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0188,611,10.0,0.0158541418945699,9.0,0.0999999999999999,10.0,37.0,2.0,0.0,0.0001585414189456,0.2,0.0999999999999999,0.0,1.0,22.5,LOW,Device connected to many users
U0189,480,21.0,0.0304494925084581,18.0,0.1428571428571429,21.0,29.0,3.0,0.0,0.0003044949250845,0.4,0.1428571428571429,0.0,1.0,29.15,LOW,Device connected to many users
U0190,542,10.0,0.0175423208490483,10.0,0.0,9.0,29.0,2.0,0.0,0.0001754232084904,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0191,258,11.0,0.0175308117297067,11.0,0.0,11.0,31.0,2.0,0.0,0.000175308117297,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0192,995,6.0,0.0129851392295484,6.0,0.0,6.0,25.0,2.0,0.0,0.0001298513922954,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0193,567,11.0,0.022425333831674,10.0,0.0909090909090909,11.0,33.0,2.0,0.0,0.0002242533383167,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0194,882,16.0,0.0243828101188661,16.0,0.0,15.0,31.0,2.0,0.0,0.0002438281011886,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0195,966,12.0,0.0227244034844085,10.0,0.1666666666666666,12.0,31.0,2.0,0.0,0.000227244034844,0.2,0.1666666666666666,0.0,1.0,23.51,LOW,Device connected to many users
U0196,12,11.0,0.0179949287019112,11.0,0.0,11.0,29.0,2.0,0.0,0.0001799492870191,0.2,0.0,0.6,1.0,27.01,LOW,Device connected to many users; Recently created account
U0197,697,12.0,0.0195063802118609,12.0,0.0,12.0,33.0,2.0,0.0,0.0001950638021186,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0198,739,12.0,0.0170007792023801,11.0,0.0833333333333333,11.0,36.0,2.0,0.0,0.0001700077920238,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0199,118,10.0,0.0160004266780447,10.0,0.0,10.0,36.0,2.0,0.0,0.0001600042667804,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0200,699,10.0,0.0171865601099939,10.0,0.0,10.0,29.0,2.0,0.0,0.0001718656010999,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0201,907,10.0,0.0159383716296985,9.0,0.0999999999999999,10.0,30.0,2.0,0.0,0.0001593837162969,0.2,0.0999999999999999,0.0,1.0,22.5,LOW,Device connected to many users
U0202,550,9.0,0.0157118333381826,9.0,0.0,9.0,29.0,2.0,0.0,0.0001571183333818,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0203,769,15.0,0.032421917216038,13.0,0.1333333333333333,15.0,31.0,2.0,0.0,0.0003242191721603,0.2,0.1333333333333333,0.0,1.0,23.01,LOW,Device connected to many users
U0204,274,13.0,0.0235549918463489,12.0,0.0769230769230768,13.0,29.0,2.0,0.0,0.0002355499184634,0.2,0.0769230769230768,0.0,1.0,22.16,LOW,Device connected to many users
U0205,788,15.0,0.0242816673411574,15.0,0.0,15.0,32.0,2.0,0.0,0.0002428166734115,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0206,657,13.0,0.0200746364689229,13.0,0.0,12.0,32.0,2.0,0.0,0.0002007463646892,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0207,349,15.0,0.022547349433811,14.0,0.0666666666666666,14.0,37.0,2.0,0.0,0.0002254734943381,0.2,0.0666666666666666,0.0,1.0,22.01,LOW,Device connected to many users
U0208,115,7.0,0.0148184736972091,6.0,0.1428571428571429,7.0,36.0,2.0,0.0,0.000148184736972,0.2,0.1428571428571429,0.0,1.0,23.15,LOW,Device connected to many users
U0209,301,6.0,0.0107501194457716,6.0,0.0,6.0,36.0,2.0,0.0,0.0001075011944577,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0210,446,14.0,0.0272214660703869,14.0,0.0,14.0,31.0,2.0,0.0,0.0002722146607038,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0211,162,12.0,0.0178147268408551,10.0,0.1666666666666666,12.0,37.0,2.0,0.0,0.0001781472684085,0.2,0.1666666666666666,0.0,1.0,23.51,LOW,Device connected to many users
U0212,465,13.0,0.0218536366692816,11.0,0.1538461538461538,13.0,31.0,2.0,0.0,0.0002185363666928,0.2,0.1538461538461538,0.0,1.0,23.31,LOW,Device connected to many users
U0213,4,14.0,0.0207202762703502,14.0,0.0,13.0,38.0,2.0,0.0,0.0002072027627035,0.2,0.0,0.8666666666666667,1.0,29.67,LOW,Device connected to many users; Very new account; Recently created account
U0214,977,8.0,0.0134850400337126,8.0,0.0,8.0,29.0,2.0,0.0,0.0001348504003371,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0215,740,17.0,0.0285562305775637,14.0,0.1764705882352941,16.0,37.0,2.0,0.0,0.0002855623057756,0.2,0.1764705882352941,0.0,1.0,23.66,LOW,Device connected to many users
U0216,897,11.0,0.0188119940713715,11.0,0.0,11.0,38.0,3.0,0.0,0.0001881199407137,0.4,0.0,0.0,1.0,27.01,LOW,Device connected to many users
U0217,737,11.0,0.0208774871097333,10.0,0.0909090909090909,11.0,29.0,2.0,0.0,0.0002087748710973,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0218,270,14.0,0.0208716394175818,12.0,0.1428571428571429,14.0,31.0,2.0,0.0,0.0002087163941758,0.2,0.1428571428571429,0.0,1.0,23.15,LOW,Device connected to many users
U0219,996,22.0,0.0324667338957621,20.0,0.0909090909090909,22.0,29.0,2.0,0.0,0.0003246673389576,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0220,513,13.0,0.0231481481481481,13.0,0.0,12.0,33.0,2.0,0.0,0.0002314814814814,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0221,781,9.0,0.0167027528611197,8.0,0.1111111111111111,9.0,30.0,2.0,0.0,0.0001670275286111,0.2,0.1111111111111111,0.0,1.0,22.67,LOW,Device connected to many users
U0222,183,11.0,0.0175714171614174,9.0,0.1818181818181817,11.0,29.0,2.0,0.0,0.0001757141716141,0.2,0.1818181818181817,0.0,1.0,23.73,LOW,Device connected to many users
U0223,520,10.0,0.0147250104302157,8.0,0.1999999999999999,10.0,29.0,3.0,0.0,0.0001472501043021,0.4,0.1999999999999999,0.0,1.0,30.0,LOW,Device connected to many users
U0224,935,8.0,0.0135566413421074,8.0,0.0,8.0,31.0,2.0,0.0,0.000135566413421,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0225,109,17.0,0.0287575065550198,15.0,0.1176470588235294,17.0,29.0,2.0,0.0,0.0002875750655501,0.2,0.1176470588235294,0.0,1.0,22.77,LOW,Device connected to many users
U0226,892,6.0,0.0174604714327286,6.0,0.0,6.0,29.0,2.0,0.0,0.0001746047143272,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0227,641,20.0,0.029440628066732,17.0,0.15,20.0,33.0,2.0,0.0,0.0002944062806673,0.2,0.15,0.0,1.0,23.26,LOW,Device connected to many users
U0228,306,15.0,0.0247415878601275,13.0,0.1333333333333333,15.0,31.0,2.0,0.0,0.0002474158786012,0.2,0.1333333333333333,0.0,1.0,23.01,LOW,Device connected to many users
U0229,862,13.0,0.0205810179688118,13.0,0.0,13.0,29.0,2.0,0.0,0.0002058101796881,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0230,655,12.0,0.0229343186596164,12.0,0.0,12.0,29.0,2.0,0.0,0.0002293431865961,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0231,520,10.0,0.0170779608914695,9.0,0.0999999999999999,10.0,31.0,2.0,0.0,0.0001707796089146,0.2,0.0999999999999999,0.0,1.0,22.51,LOW,Device connected to many users
U0232,624,12.0,0.0188872275123947,11.0,0.0833333333333333,12.0,36.0,2.0,0.0,0.0001888722751239,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0233,204,7.0,0.0145042649445729,7.0,0.0,7.0,33.0,2.0,0.0,0.0001450426494457,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0234,157,7.0,0.0127438783869891,7.0,0.0,7.0,26.0,2.0,0.0,0.0001274387838698,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0235,383,20.0,0.0296567234263401,17.0,0.15,20.0,36.0,2.0,0.0,0.0002965672342634,0.2,0.15,0.0,1.0,23.26,LOW,Device connected to many users
U0236,781,8.0,0.0151711495306425,8.0,0.0,8.0,29.0,2.0,0.0,0.0001517114953064,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0237,166,4.0,0.0086321619969068,4.0,0.0,4.0,26.0,2.0,0.0,8.632161996906799e-05,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0238,553,8.0,0.0143001847107191,8.0,0.0,8.0,37.0,2.0,0.0,0.0001430018471071,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0239,977,4.0,0.013701758392327,4.0,0.0,4.0,32.0,2.0,0.0,0.0001370175839232,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0240,798,9.0,0.0216493605420358,9.0,0.0,9.0,37.0,2.0,0.0,0.0002164936054203,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0241,945,16.0,0.0274136897112995,14.0,0.125,16.0,32.0,2.0,0.0,0.0002741368971129,0.2,0.125,0.0,1.0,22.88,LOW,Device connected to many users
U0242,544,8.0,0.0169821333805059,8.0,0.0,8.0,28.0,2.0,0.0,0.000169821333805,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0243,941,13.0,0.0255085355484335,11.0,0.1538461538461538,13.0,32.0,2.0,0.0,0.0002550853554843,0.2,0.1538461538461538,0.0,1.0,23.32,LOW,Device connected to many users
U0244,1,13.0,0.0183840859809559,12.0,0.0769230769230768,13.0,37.0,2.0,0.0,0.0001838408598095,0.2,0.0769230769230768,0.9666666666666668,1.0,31.83,LOW,Device connected to many users; Very new account; Recently created account
U0245,614,10.0,0.0206547557575131,8.0,0.1999999999999999,9.0,30.0,2.0,0.0,0.0002065475575751,0.2,0.1999999999999999,0.0,1.0,24.01,LOW,Device connected to many users
U0246,332,20.0,0.029923694578824,18.0,0.0999999999999999,20.0,31.0,2.0,0.0,0.0002992369457882,0.2,0.0999999999999999,0.0,1.0,22.51,LOW,Device connected to many users
U0247,501,7.0,0.0102232066791616,7.0,0.0,7.0,33.0,2.0,0.0,0.0001022320667916,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0248,20,14.0,0.0251068535732432,12.0,0.1428571428571429,13.0,37.0,2.0,0.0,0.0002510685357324,0.2,0.1428571428571429,0.3333333333333333,1.0,26.48,LOW,Device connected to many users; Recently created account
U0249,115,10.0,0.0173495648150825,10.0,0.0,10.0,31.0,2.0,0.0,0.0001734956481508,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0250,952,8.0,0.0123622128360976,7.0,0.125,7.0,34.0,2.0,0.0,0.0001236221283609,0.2,0.125,0.0,1.0,22.88,LOW,Device connected to many users
U0251,372,9.0,0.0176962149762411,9.0,0.0,9.0,31.0,2.0,0.0,0.0001769621497624,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0252,900,7.0,0.0147100028019052,7.0,0.0,7.0,28.0,2.0,0.0,0.000147100028019,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0253,852,12.0,0.024058542453303,12.0,0.0,11.0,37.0,2.0,0.0,0.000240585424533,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0254,827,12.0,0.0215536596317916,12.0,0.0,12.0,31.0,2.0,0.0,0.0002155365963179,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0255,315,7.0,0.01678455820645,7.0,0.0,7.0,31.0,2.0,0.0,0.0001678455820645,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0256,246,11.0,0.0229357798165137,11.0,0.0,11.0,27.0,2.0,0.0,0.0002293577981651,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0257,60,14.0,0.026082096503757,13.0,0.0714285714285714,14.0,37.0,2.0,0.0,0.0002608209650375,0.2,0.0714285714285714,0.0,1.0,22.08,LOW,Device connected to many users
U0258,247,14.0,0.0217436322219921,13.0,0.0714285714285714,14.0,27.0,2.0,0.0,0.0002174363222199,0.2,0.0714285714285714,0.0,1.0,22.08,LOW,Device connected to many users
U0259,900,12.0,0.0172765446910617,12.0,0.0,12.0,30.0,2.0,0.0,0.0001727654469106,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0260,581,15.0,0.0218946139249744,14.0,0.0666666666666666,15.0,37.0,2.0,0.0,0.0002189461392497,0.2,0.0666666666666666,0.0,1.0,22.01,LOW,Device connected to many users
U0261,970,8.0,0.0120903755572907,8.0,0.0,7.0,34.0,2.0,0.0,0.0001209037555729,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0262,81,13.0,0.0205755889102851,13.0,0.0,13.0,37.0,2.0,0.0,0.0002057558891028,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0263,88,16.0,0.0225898298703437,12.0,0.25,16.0,31.0,2.0,0.0,0.0002258982987034,0.2,0.25,0.0,1.0,24.76,LOW,Device connected to many users
U0264,750,7.0,0.0208934434384638,7.0,0.0,7.0,31.0,2.0,0.0,0.0002089344343846,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0265,498,11.0,0.0157086754730453,10.0,0.0909090909090909,10.0,31.0,2.0,0.0,0.0001570867547304,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0266,836,8.0,0.0130654907724971,6.0,0.25,8.0,31.0,2.0,0.0,0.0001306549077249,0.2,0.25,0.0,1.0,24.75,LOW,Device connected to many users
U0267,71,11.0,0.0178876331409057,10.0,0.0909090909090909,11.0,29.0,2.0,0.0,0.000178876331409,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0268,779,10.0,0.0148827979660176,10.0,0.0,10.0,31.0,1.0,0.0,0.0001488279796601,0.0,0.0,0.0,1.0,15.0,LOW,Device connected to many users
U0269,546,15.0,0.023618947644666,14.0,0.0666666666666666,15.0,37.0,2.0,0.0,0.0002361894764466,0.2,0.0666666666666666,0.0,1.0,22.01,LOW,Device connected to many users
U0270,785,9.0,0.013094718463553,8.0,0.1111111111111111,9.0,26.0,2.0,0.0,0.0001309471846355,0.2,0.1111111111111111,0.0,1.0,22.67,LOW,Device connected to many users
U0271,129,12.0,0.0237240106758048,11.0,0.0833333333333333,12.0,33.0,2.0,0.0,0.000237240106758,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0272,132,13.0,0.0202297896620587,13.0,0.0,13.0,27.0,2.0,0.0,0.0002022978966205,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0273,676,11.0,0.0154762463068048,10.0,0.0909090909090909,11.0,32.0,2.0,0.0,0.000154762463068,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0274,487,12.0,0.0192230676812174,10.0,0.1666666666666666,12.0,38.0,2.0,0.0,0.0001922306768121,0.2,0.1666666666666666,0.0,1.0,23.51,LOW,Device connected to many users
U0275,970,7.0,0.0113231963765771,7.0,0.0,7.0,37.0,2.0,0.0,0.0001132319637657,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0276,563,8.0,0.01207668696221,8.0,0.0,8.0,28.0,1.0,0.0,0.0001207668696221,0.0,0.0,0.0,1.0,15.0,LOW,Device connected to many users
U0277,170,10.0,0.0176423887794407,10.0,0.0,10.0,33.0,3.0,0.0,0.0001764238877944,0.4,0.0,0.0,1.0,27.01,LOW,Device connected to many users
U0278,272,11.0,0.0157811678064176,9.0,0.1818181818181817,10.0,34.0,2.0,0.0,0.0001578116780641,0.2,0.1818181818181817,0.0,1.0,23.73,LOW,Device connected to many users
U0279,541,7.0,0.0123033658493716,7.0,0.0,7.0,29.0,2.0,0.0,0.0001230336584937,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0280,894,17.0,0.0249461944824887,15.0,0.1176470588235294,17.0,38.0,2.0,0.0,0.0002494619448248,0.2,0.1176470588235294,0.0,1.0,22.77,LOW,Device connected to many users
U0281,622,5.0,0.0096612134484091,5.0,0.0,5.0,27.0,2.0,0.0,9.6612134484091e-05,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0282,434,9.0,0.0144686779915331,8.0,0.1111111111111111,9.0,29.0,2.0,0.0,0.0001446867799153,0.2,0.1111111111111111,0.0,1.0,22.67,LOW,Device connected to many users
U0283,988,12.0,0.0208122561063737,11.0,0.0833333333333333,12.0,38.0,2.0,0.0,0.0002081225610637,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0284,217,15.0,0.0230970589744905,14.0,0.0666666666666666,14.0,27.0,2.0,0.0,0.0002309705897449,0.2,0.0666666666666666,0.0,1.0,22.01,LOW,Device connected to many users
U0285,952,19.0,0.0301850822146318,17.0,0.1052631578947368,19.0,29.0,2.0,0.0,0.0003018508221463,0.2,0.1052631578947368,0.0,1.0,22.59,LOW,Device connected to many users
U0286,553,8.0,0.0151577351817349,7.0,0.125,8.0,33.0,2.0,0.0,0.0001515773518173,0.2,0.125,0.0,1.0,22.88,LOW,Device connected to many users
U0287,774,12.0,0.0185734554366051,9.0,0.25,11.0,38.0,2.0,0.0,0.000185734554366,0.2,0.25,0.0,1.0,24.76,LOW,Device connected to many users
U0288,748,7.0,0.0141786510026331,7.0,0.0,7.0,37.0,2.0,0.0,0.0001417865100263,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0289,707,13.0,0.0210890607256799,12.0,0.0769230769230768,13.0,32.0,2.0,0.0,0.0002108906072567,0.2,0.0769230769230768,0.0,1.0,22.16,LOW,Device connected to many users
U0290,206,12.0,0.0190672916501151,11.0,0.0833333333333333,12.0,29.0,2.0,0.0,0.0001906729165011,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0291,731,15.0,0.0234338384627401,13.0,0.1333333333333333,15.0,37.0,2.0,0.0,0.0002343383846274,0.2,0.1333333333333333,0.0,1.0,23.01,LOW,Device connected to many users
U0292,320,13.0,0.0209553489871581,13.0,0.0,13.0,32.0,2.0,0.0,0.0002095534898715,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0293,409,13.0,0.0196845425867507,12.0,0.0769230769230768,13.0,37.0,2.0,0.0,0.0001968454258675,0.2,0.0769230769230768,0.0,1.0,22.16,LOW,Device connected to many users
U0294,688,13.0,0.018821939625009,10.0,0.2307692307692307,13.0,36.0,2.0,0.0,0.00018821939625,0.2,0.2307692307692307,0.0,1.0,24.47,LOW,Device connected to many users
U0295,666,14.0,0.0213225028556923,13.0,0.0714285714285714,14.0,32.0,2.0,0.0,0.0002132250285569,0.2,0.0714285714285714,0.0,1.0,22.08,LOW,Device connected to many users
U0296,383,12.0,0.0226664567920667,11.0,0.0833333333333333,11.0,37.0,2.0,0.0,0.0002266645679206,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0297,449,14.0,0.0230383149118235,12.0,0.1428571428571429,14.0,27.0,2.0,0.0,0.0002303831491182,0.2,0.1428571428571429,0.0,1.0,23.15,LOW,Device connected to many users
U0298,922,14.0,0.0227383465973688,12.0,0.1428571428571429,14.0,37.0,2.0,0.0,0.0002273834659736,0.2,0.1428571428571429,0.0,1.0,23.15,LOW,Device connected to many users
U0299,530,8.0,0.0118098612341305,8.0,0.0,8.0,27.0,2.0,0.0,0.0001180986123413,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0300,463,14.0,0.0219872264684326,13.0,0.0714285714285714,13.0,29.0,2.0,0.0,0.0002198722646843,0.2,0.0714285714285714,0.0,1.0,22.08,LOW,Device connected to many users
U0301,124,8.0,0.0116439851539189,8.0,0.0,7.0,33.0,2.0,0.0,0.0001164398515391,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0302,254,13.0,0.0194848992031175,12.0,0.0769230769230768,13.0,28.0,2.0,0.0,0.0001948489920311,0.2,0.0769230769230768,0.0,1.0,22.16,LOW,Device connected to many users
U0303,231,16.0,0.0231643462104577,14.0,0.125,16.0,34.0,2.0,0.0,0.0002316434621045,0.2,0.125,0.0,1.0,22.88,LOW,Device connected to many users
U0304,66,10.0,0.0148111577388299,10.0,0.0,10.0,37.0,2.0,0.0,0.0001481115773882,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0305,347,14.0,0.0208991615455427,14.0,0.0,14.0,37.0,2.0,0.0,0.0002089916154554,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0306,22,9.0,0.0134472196628234,8.0,0.1111111111111111,9.0,27.0,2.0,0.0,0.0001344721966282,0.2,0.1111111111111111,0.2666666666666666,1.0,25.34,LOW,Device connected to many users; Recently created account
U0307,603,12.0,0.0191392647332464,11.0,0.0833333333333333,12.0,32.0,2.0,0.0,0.0001913926473324,0.2,0.0833333333333333,0.0,1.0,22.26,LOW,Device connected to many users
U0308,568,21.0,0.0314003040346898,17.0,0.1904761904761904,21.0,28.0,3.0,0.0,0.0003140030403468,0.4,0.1904761904761904,0.0,1.0,29.87,LOW,Device connected to many users
U0309,236,15.0,0.0252503997979968,13.0,0.1333333333333333,15.0,32.0,2.0,0.0,0.0002525039979799,0.2,0.1333333333333333,0.0,1.0,23.01,LOW,Device connected to many users
U0310,603,12.0,0.0180586907449209,12.0,0.0,12.0,28.0,2.0,0.0,0.0001805869074492,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0311,226,11.0,0.0328652524648939,10.0,0.0909090909090909,10.0,27.0,2.0,0.0,0.0003286525246489,0.2,0.0909090909090909,0.0,1.0,22.37,LOW,Device connected to many users
U0312,8,10.0,0.0150765133050229,10.0,0.0,10.0,38.0,2.0,0.0,0.0001507651330502,0.2,0.0,0.7333333333333333,1.0,28.34,LOW,Device connected to many users; Recently created account
U0313,73,7.0,0.0132974513218299,7.0,0.0,7.0,29.0,2.0,0.0,0.0001329745132182,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0314,725,9.0,0.0185153437339276,9.0,0.0,9.0,32.0,2.0,0.0,0.0001851534373392,0.2,0.0,0.0,1.0,21.01,LOW,Device connected to many users
U0315,647,9.0,0.016462410828608,9.0,0.0,9.0,38.0,2.0,0.0,0.000164624108286,0.2,0.0,0.0,1.0,21.0,LOW,Device connected to many users
U0316,61,9.0,0.0140962723190978,8.0,0.1111111111111111,9.0,34.0,2.0,0.0,0.0001409627231909,0.2,0.1111111111111111,0.0,1.0,22.67,LOW,Device connected to many users
U0317,235,13.0,0.0198266439592282,12.0,0.0769230769230768,13.0,32.0,2.0,0.0,0.0001982664395922,0.2,0.0769230769230768,0.0,1.0,22.16,LOW,Device connected to many users
