user_id,risk_score,risk_level,ml_prediction,ml_suspicious_probability,ml_risk_level,actual_suspicious,rule_prediction
U0529,28.67,LOW,0,0.0,LOW,0,0
U0530,21.01,LOW,0,0.0,LOW,0,0
U0531,21.01,LOW,0,0.0,LOW,0,0
U0532,23.15,LOW,0,0.0,LOW,0,0
U0533,21.01,LOW,0,0.0,LOW,0,0
U0534,21.0,LOW,0,0.0,LOW,0,0
U0535,22.88,LOW,0,0.0,LOW,0,0
U0536,26.0,LOW,0,0.0,LOW,0,0
U0537,23.51,LOW,0,0.0,LOW,0,0
U0538,21.01,LOW,0,0.0,LOW,0,0
U0539,23.15,LOW,0,0.0,LOW,0,0
U0540,21.01,LOW,0,0.0,LOW,0,0
U0541,21.01,LOW,0,0.0,LOW,0,0
U0542,22.26,LOW,0,0.0,LOW,0,0
U0543,21.0,LOW,0,0.0,LOW,0,0
U0544,24.76,LOW,0,0.0,LOW,0,0
U0545,22.08,LOW,0,0.0,LOW,0,0
U0546,21.01,LOW,0,0.0,LOW,0,0
U0547,22.88,LOW,0,0.0,LOW,0,0
U0548,21.89,LOW,0,0.0,LOW,0,0
U0549,21.01,LOW,0,0.0,LOW,0,0
U0550,24.01,LOW,0,0.0,LOW,0,0
U0551,22.26,LOW,0,0.0,LOW,0,0
U0552,23.73,LOW,0,0.0,LOW,0,0
U0553,22.67,LOW,0,0.0,LOW,0,0
U0554,21.01,LOW,0,0.0,LOW,0,0
U0555,21.0,LOW,0,0.0,LOW,0,0
U0556,27.01,LOW,0,0.0,LOW,0,0
U0557,22.26,LOW,0,0.0,LOW,0,0
U0558,23.73,LOW,0,0.0,LOW,0,0
U0559,22.01,LOW,0,0.0,LOW,0,0
U0560,23.01,LOW,0,0.0,LOW,0,0
U0561,21.0,LOW,0,0.0,LOW,0,0
U0562,21.76,LOW,0,0.0,LOW,0,0
U0563,22.16,LOW,0,0.0,LOW,0,0
U0564,21.0,LOW,0,0.0,LOW,0,0
U0565,29.67,LOW,0,0.0,LOW,0,0
U0566,23.73,LOW,0,0.0,LOW,0,0
U0567,27.94,LOW,0,0.0,LOW,0,0
U0568,22.51,LOW,0,0.0,LOW,0,0
U0569,21.01,LOW,0,0.0,LOW,0,0
U0570,21.01,LOW,0,0.0,LOW,0,0
U0571,22.5,LOW,0,0.0,LOW,0,0
U0572,24.75,LOW,0,0.0,LOW,0,0
U0573,21.01,LOW,0,0.0,LOW,0,0
U0574,22.67,LOW,0,0.0,LOW,0,0
U0575,27.0,LOW,0,0.46,LOW,0,0
U0576,16.16,LOW,0,0.0,LOW,0,0
U0577,22.26,LOW,0,0.0,LOW,0,0
U0578,30.4,LOW,0,0.0,LOW,0,0
U0579,23.73,LOW,0,0.0,LOW,0,0
U0580,21.84,LOW,0,0.0,LOW,0,0
U0581,25.29,LOW,0,0.0,LOW,0,0
U0582,21.0,LOW,0,0.0,LOW,0,0
U0583,23.51,LOW,0,0.0,LOW,0,0
U0584,23.15,LOW,0,0.0,LOW,0,0
U0585,22.67,LOW,0,0.0,LOW,0,0
U0586,23.01,LOW,0,0.0,LOW,0,0
U0587,24.76,LOW,0,0.0,LOW,0,0
U0588,22.26,LOW,0,0.0,LOW,0,0
U0589,22.16,LOW,0,0.0,LOW,0,0
U0590,22.51,LOW,0,0.0,LOW,0,0
U0591,23.31,LOW,0,0.0,LOW,0,0
U0592,21.89,LOW,0,0.0,LOW,0,0
U0593,21.01,LOW,0,0.0,LOW,0,0
U0594,23.73,LOW,0,0.0,LOW,0,0
U0595,22.08,LOW,0,0.0,LOW,0,0
U0596,21.01,LOW,0,0.0,LOW,0,0
U0597,22.51,LOW,0,0.0,LOW,0,0
U0598,21.0,LOW,0,0.0,LOW,0,0
U0599,22.67,LOW,0,0.0,LOW,0,0
U0600,21.0,LOW,0,0.0,LOW,0,0
U0601,22.16,LOW,0,0.0,LOW,0,0
U0602,22.26,LOW,0,0.0,LOW,0,0
U0603,24.01,LOW,0,0.0,LOW,0,0
U0604,22.26,LOW,0,0.0,LOW,0,0
U0605,22.88,LOW,0,0.0,LOW,0,0
U0606,22.16,LOW,0,0.0,LOW,0,0
U0607,23.51,LOW,0,0.0,LOW,0,0
U0608,22.88,LOW,0,0.0,LOW,0,0
U0609,22.26,LOW,0,0.0,LOW,0,0
U0610,21.01,LOW,0,0.0,LOW,0,0
U0611,27.01,LOW,0,0.0,LOW,0,0
U0612,22.16,LOW,0,0.0,LOW,0,0
U0613,21.01,LOW,0,0.0,LOW,0,0
U0614,27.01,LOW,0,0.0,LOW,0,0
U0615,25.1,LOW,0,0.0,LOW,0,0
U0616,22.01,LOW,0,0.0,LOW,0,0
U0617,21.0,LOW,0,0.0,LOW,0,0
U0618,22.77,LOW,0,0.0,LOW,0,0
U0619,21.0,LOW,0,0.0,LOW,0,0
U0620,21.01,LOW,0,0.0,LOW,0,0
U0621,27.01,LOW,0,0.0,LOW,0,0
U0622,21.01,LOW,0,0.0,LOW,0,0
U0623,22.37,LOW,0,0.0,LOW,0,0
U0624,21.0,LOW,0,0.0,LOW,0,0
U0625,22.51,LOW,0,0.0,LOW,0,0
U0626,27.0,LOW,0,0.96,LOW,0,0
U0627,21.01,LOW,0,0.0,LOW,0,0
U0628,22.26,LOW,0,0.0,LOW,0,0
U0629,22.26,LOW,0,0.0,LOW,0,0
U0630,22.88,LOW,0,0.0,LOW,0,0
U0631,22.5,LOW,0,0.0,LOW,0,0
U0632,22.34,LOW,0,0.0,LOW,0,0
U0633,22.26,LOW,0,0.0,LOW,0,0
U0634,22.37,LOW,0,0.0,LOW,0,0
U0635,23.15,LOW,0,0.0,LOW,0,0
U0636,21.01,LOW,0,0.0,LOW,0,0
U0637,21.01,LOW,0,0.0,LOW,0,0
U0638,21.01,LOW,0,0.0,LOW,0,0
U0639,22.88,LOW,0,0.0,LOW,0,0
U0640,22.37,LOW,0,0.0,LOW,0,0
U0641,25.1,LOW,0,0.0,LOW,0,0
U0642,22.08,LOW,0,0.0,LOW,0,0
U0643,21.01,LOW,0,0.0,LOW,0,0
U0644,15.01,LOW,0,0.0,LOW,0,0
U0645,21.01,LOW,0,0.0,LOW,0,0
U0646,24.0,LOW,0,0.0,LOW,0,0
U0647,21.01,LOW,0,0.0,LOW,0,0
U0648,16.67,LOW,0,0.0,LOW,0,0
U0649,21.0,LOW,0,0.0,LOW,0,0
U0650,29.01,LOW,0,0.0,LOW,0,0
U0651,23.32,LOW,0,0.0,LOW,0,0
U0652,22.26,LOW,0,0.0,LOW,0,0
U0653,21.01,LOW,0,0.0,LOW,0,0
U0654,22.51,LOW,0,0.0,LOW,0,0
U0655,24.22,LOW,0,0.0,LOW,0,0
U0656,24.01,LOW,0,0.0,LOW,0,0
U0657,29.73,LOW,0,0.0,LOW,0,0
U0658,21.01,LOW,0,0.0,LOW,0,0
U0659,22.5,LOW,0,0.0,LOW,0,0
U0660,22.5,LOW,0,0.0,LOW,0,0
U0661,21.0,LOW,0,0.0,LOW,0,0
U0662,28.67,LOW,0,0.0,LOW,0,0
U0663,22.68,LOW,0,0.0,LOW,0,0
U0664,22.88,LOW,0,0.0,LOW,0,0
U0665,21.0,LOW,0,0.0,LOW,0,0
U0666,23.38,LOW,0,0.0,LOW,0,0
U0667,23.15,LOW,0,0.0,LOW,0,0
U0668,22.67,LOW,0,0.0,LOW,0,0
U0669,22.08,LOW,0,0.0,LOW,0,0
U0670,21.0,LOW,0,0.0,LOW,0,0
U0671,21.01,LOW,0,0.0,LOW,0,0
U0672,21.0,LOW,0,0.0,LOW,0,0
U0673,22.37,LOW,0,0.0,LOW,0,0
U0674,21.01,LOW,0,0.0,LOW,0,0
U0675,21.0,LOW,0,0.0,LOW,0,0
U0676,21.01,LOW,0,0.0,LOW,0,0
U0677,22.16,LOW,0,0.0,LOW,0,0
U0678,22.26,LOW,0,0.0,LOW,0,0
U0679,21.0,LOW,0,0.0,LOW,0,0
U0680,23.51,LOW,0,0.0,LOW,0,0
U0681,28.16,LOW,0,0.0,LOW,0,0
U0682,22.51,LOW,0,0.0,LOW,0,0
U0683,21.01,LOW,0,0.0,LOW,0,0
U0684,22.37,LOW,0,0.0,LOW,0,0
U0685,15.01,LOW,0,0.0,LOW,0,0
U0686,22.78,LOW,0,0.0,LOW,0,0
U0687,21.0,LOW,0,0.0,LOW,0,0
U0688,25.09,LOW,0,0.0,LOW,0,0
U0689,23.65,LOW,0,0.0,LOW,0,0
U0690,21.0,LOW,0,0.0,LOW,0,0
U0691,21.01,LOW,0,0.0,LOW,0,0
U0692,22.67,LOW,0,0.0,LOW,0,0
U0693,21.0,LOW,0,0.0,LOW,0,0
U0694,21.01,LOW,0,0.0,LOW,0,0
U0695,25.29,LOW,0,0.0,LOW,0,0
U0696,21.0,LOW,0,0.0,LOW,0,0
U0697,21.01,LOW,0,0.0,LOW,0,0
U0698,22.67,LOW,0,0.0,LOW,0,0
U0699,22.37,LOW,0,0.0,LOW,0,0
U0700,24.01,LOW,0,0.0,LOW,0,0
U0701,21.01,LOW,0,0.0,LOW,0,0
U0702,26.36,LOW,0,0.0,LOW,0,0
U0703,22.08,LOW,0,0.0,LOW,0,0
U0704,23.31,LOW,0,0.0,LOW,0,0
U0705,22.88,LOW,0,0.0,LOW,0,0
U0706,21.0,LOW,0,0.0,LOW,0,0
U0707,21.0,LOW,0,0.0,LOW,0,0
U0708,21.01,LOW,0,0.0,LOW,0,0
U0709,23.31,LOW,0,0.0,LOW,0,0
U0710,22.26,LOW,0,0.0,LOW,0,0
U0711,21.0,LOW,0,0.0,LOW,0,0
U0712,22.5,LOW,0,0.0,LOW,0,0
U0713,28.67,LOW,0,0.0,LOW,0,0
U0714,19.1,LOW,0,0.5,LOW,0,0
U0715,22.26,LOW,0,0.0,LOW,0,0
U0716,22.26,LOW,0,0.0,LOW,0,0
U0717,31.49,LOW,0,0.0,LOW,0,0
U0718,23.51,LOW,0,0.0,LOW,0,0
U0719,22.88,LOW,0,0.0,LOW,0,0
U0720,21.95,LOW,0,0.0,LOW,0,0
U0721,22.68,LOW,0,0.0,LOW,0,0
U0722,21.01,LOW,0,0.0,LOW,0,0
U0723,22.37,LOW,0,0.0,LOW,0,0
U0724,21.0,LOW,0,0.0,LOW,0,0
U0725,22.88,LOW,0,0.0,LOW,0,0
U0726,21.0,LOW,0,0.0,LOW,0,0
U0727,15.0,LOW,0,0.0,LOW,0,0
U0728,26.0,LOW,0,0.0,LOW,0,0
U0729,22.16,LOW,0,0.0,LOW,0,0
U0730,21.0,LOW,0,0.0,LOW,0,0
U0731,22.37,LOW,0,0.0,LOW,0,0
U0732,21.01,LOW,0,0.0,LOW,0,0
U0733,23.73,LOW,0,0.0,LOW,0,0
U0734,23.01,LOW,0,0.0,LOW,0,0
U0735,23.82,LOW,0,0.0,LOW,0,0
U0736,23.15,LOW,0,0.0,LOW,0,0
U0737,22.08,LOW,0,0.0,LOW,0,0
U0738,22.88,LOW,0,0.0,LOW,0,0
U0739,15.0,LOW,0,0.0,LOW,0,0
U0740,29.31,LOW,0,0.0,LOW,0,0
U0741,30.22,LOW,0,0.0,LOW,0,0
U0742,22.26,LOW,0,0.0,LOW,0,0
U0743,24.76,LOW,0,0.0,LOW,0,0
U0744,22.37,LOW,0,0.0,LOW,0,0
U0745,22.67,LOW,0,0.0,LOW,0,0
U0746,21.01,LOW,0,0.0,LOW,0,0
U0747,28.37,LOW,0,0.0,LOW,0,0
U0748,21.01,LOW,0,0.0,LOW,0,0
U0749,22.51,LOW,0,0.0,LOW,0,0
U0750,21.0,LOW,0,0.0,LOW,0,0
U0751,23.15,LOW,0,0.0,LOW,0,0
U0752,21.01,LOW,0,0.0,LOW,0,0
U0753,21.95,LOW,0,0.0,LOW,0,0
U0754,22.26,LOW,0,0.0,LOW,0,0
U0755,23.73,LOW,0,0.0,LOW,0,0
U0756,24.01,LOW,0,0.0,LOW,0,0
U0757,21.01,LOW,0,0.0,LOW,0,0
U0758,22.37,LOW,0,0.0,LOW,0,0
U0759,22.88,LOW,0,0.0,LOW,0,0
U0760,21.01,LOW,0,0.0,LOW,0,0
U0761,23.15,LOW,0,0.0,LOW,0,0
U0762,22.68,LOW,0,0.0,LOW,0,0
U0763,21.01,LOW,0,0.0,LOW,0,0
U0764,23.01,LOW,0,0.0,LOW,0,0
U0765,22.16,LOW,0,0.0,LOW,0,0
U0766,21.01,LOW,0,0.0,LOW,0,0
U0767,21.0,LOW,0,0.0,LOW,0,0
U0768,24.76,LOW,0,0.0,LOW,0,0
U0769,32.98,LOW,0,0.0,LOW,0,0
U0770,23.87,LOW,0,0.0,LOW,0,0
U0771,22.26,LOW,0,0.0,LOW,0,0
U0772,21.01,LOW,0,0.0,LOW,0,0
U0773,22.5,LOW,0,0.0,LOW,0,0
U0774,25.62,LOW,0,0.0,LOW,0,0
U0775,22.67,LOW,0,0.0,LOW,0,0
U0776,22.01,LOW,0,0.0,LOW,0,0
U0777,22.26,LOW,0,0.0,LOW,0,0
U0778,22.51,LOW,0,0.0,LOW,0,0
U0779,23.31,LOW,0,0.0,LOW,0,0
U0780,23.01,LOW,0,0.0,LOW,0,0
U0781,21.0,LOW,0,0.0,LOW,0,0
U0782,22.67,LOW,0,0.0,LOW,0,0
U0783,21.01,LOW,0,0.0,LOW,0,0
U0784,23.15,LOW,0,0.0,LOW,0,0
U0785,21.01,LOW,0,0.0,LOW,0,0
U0786,21.01,LOW,0,0.0,LOW,0,0
U0787,24.01,LOW,0,0.0,LOW,0,0
U0788,21.0,LOW,1,61.41,MEDIUM,0,0
U0789,21.0,LOW,0,0.0,LOW,0,0
U0790,21.01,LOW,0,0.0,LOW,0,0
U0791,23.73,LOW,0,0.0,LOW,0,0
U0792,21.0,LOW,0,0.0,LOW,0,0
U0793,21.01,LOW,0,0.0,LOW,0,0
U0794,22.16,LOW,0,0.0,LOW,0,0
U0795,21.0,LOW,0,0.0,LOW,0,0
U0796,21.0,LOW,0,0.0,LOW,0,0
U0797,23.51,LOW,0,0.0,LOW,0,0
U0798,21.0,LOW,0,0.0,LOW,0,0
U0799,22.37,LOW,0,0.0,LOW,0,0
U0800,21.95,LOW,0,0.0,LOW,0,0
U0801,23.31,LOW,0,0.0,LOW,0,0
U0802,22.5,LOW,0,0.0,LOW,0,0
U0803,21.0,LOW,0,0.0,LOW,0,0
U0804,22.67,LOW,0,0.0,LOW,0,0
U0805,21.01,LOW,0,0.0,LOW,0,0
U0806,22.88,LOW,0,0.0,LOW,0,0
U0807,21.01,LOW,0,0.0,LOW,0,0
U0808,23.73,LOW,0,0.0,LOW,0,0
U0809,22.37,LOW,0,0.0,LOW,0,0
U0810,21.0,LOW,0,0.0,LOW,0,0
U0811,23.22,LOW,0,0.0,LOW,0,0
U0812,21.0,LOW,0,0.0,LOW,0,0
U0813,21.0,LOW,0,0.0,LOW,0,0
U0814,22.37,LOW,0,0.0,LOW,0,0
U0815,21.0,LOW,0,0.0,LOW,0,0
U0816,22.51,LOW,0,0.0,LOW,0,0
U0817,24.0,LOW,0,0.0,LOW,0,0
U0818,28.01,LOW,0,0.0,LOW,0,0
U0819,22.67,LOW,0,0.0,LOW,0,0
U0820,21.01,LOW,0,0.0,LOW,0,0
U0821,21.94,LOW,0,0.0,LOW,0,0
U0822,21.01,LOW,0,0.0,LOW,0,0
U0823,22.16,LOW,0,0.0,LOW,0,0
U0824,23.82,LOW,0,0.0,LOW,0,0
U0825,28.26,LOW,0,0.0,LOW,0,0
U0826,21.0,LOW,0,0.0,LOW,0,0
U0827,21.01,LOW,0,0.0,LOW,0,0
U0828,24.01,LOW,0,0.0,LOW,0,0
U0829,22.16,LOW,0,0.0,LOW,0,0
U0830,24.0,LOW,0,0.0,LOW,0,0
U0831,22.37,LOW,0,0.0,LOW,0,0
U0832,16.16,LOW,0,0.0,LOW,0,0
U0833,15.01,LOW,0,0.0,LOW,0,0
U0834,29.01,LOW,0,0.0,LOW,0,0
U0835,21.0,LOW,0,0.0,LOW,0,0
U0836,23.51,LOW,0,0.0,LOW,0,0
U0837,22.67,LOW,0,0.0,LOW,0,0
U0838,21.01,LOW,0,0.0,LOW,0,0
U0839,21.0,LOW,0,0.0,LOW,0,0
U0840,21.01,LOW,0,0.0,LOW,0,0
U0841,21.01,LOW,0,0.0,LOW,0,0
U0842,21.0,LOW,0,0.0,LOW,0,0
U0843,21.0,LOW,0,0.0,LOW,0,0
U0844,21.01,LOW,0,0.0,LOW,0,0
U0845,22.37,LOW,0,0.0,LOW,0,0
U0846,22.68,LOW,0,0.0,LOW,0,0
U0847,21.0,LOW,0,0.0,LOW,0,0
U0848,21.01,LOW,0,0.0,LOW,0,0
U0849,21.01,LOW,0,0.0,LOW,0,0
U0850,21.01,LOW,0,0.0,LOW,0,0
U0851,27.01,LOW,0,0.0,LOW,0,0
U0852,21.0,LOW,0,0.0,LOW,0,0
U0853,21.0,LOW,0,0.0,LOW,0,0
U0854,22.08,LOW,0,0.0,LOW,0,0
U0855,21.0,LOW,0,0.0,LOW,0,0
U0856,21.01,LOW,0,0.0,LOW,0,0
U0857,21.0,LOW,0,0.0,LOW,0,0
U0858,22.67,LOW,0,0.0,LOW,0,0
U0859,21.0,LOW,0,0.0,LOW,0,0
U0860,21.0,LOW,0,0.0,LOW,0,0
U0861,21.01,LOW,0,0.0,LOW,0,0
U0862,23.65,LOW,0,0.0,LOW,0,0
U0863,21.0,LOW,0,0.0,LOW,0,0
U0864,23.51,LOW,0,0.0,LOW,0,0
U0865,21.01,LOW,0,0.0,LOW,0,0
U0866,21.01,LOW,0,0.0,LOW,0,0
U0867,30.01,LOW,0,0.0,LOW,0,0
U0868,21.95,LOW,0,0.0,LOW,0,0
U0869,21.0,LOW,0,0.0,LOW,0,0
U0870,24.47,LOW,0,0.0,LOW,0,0
U0871,22.88,LOW,0,0.0,LOW,0,0
U0872,22.16,LOW,0,0.0,LOW,0,0
U0873,21.0,LOW,0,0.0,LOW,0,0
U0874,15.0,LOW,0,0.5,LOW,0,0
U0875,21.0,LOW,0,0.0,LOW,0,0
U0876,22.01,LOW,0,0.0,LOW,0,0
U0877,23.82,LOW,0,0.0,LOW,0,0
U0878,22.26,LOW,0,0.0,LOW,0,0
U0879,21.01,LOW,0,0.0,LOW,0,0
U0880,23.01,LOW,0,0.0,LOW,0,0
U0881,23.32,LOW,0,0.0,LOW,0,0
U0882,21.0,LOW,0,0.0,LOW,0,0
U0883,16.88,LOW,0,0.0,LOW,0,0
U0884,16.26,LOW,0,0.0,LOW,0,0
U0885,22.77,LOW,0,0.0,LOW,0,0
U0886,16.88,LOW,0,0.0,LOW,0,0
U0887,21.01,LOW,0,0.0,LOW,0,0
U0888,21.94,LOW,0,0.0,LOW,0,0
U0889,22.67,LOW,0,0.0,LOW,0,0
U0890,21.01,LOW,0,0.0,LOW,0,0
U0891,22.08,LOW,0,0.0,LOW,0,0
U0892,21.01,LOW,0,0.0,LOW,0,0
U0893,21.0,LOW,0,0.0,LOW,0,0
U0894,22.08,LOW,0,0.0,LOW,0,0
U0895,22.37,LOW,0,0.0,LOW,0,0
U0896,22.16,LOW,0,0.0,LOW,0,0
U0897,27.01,LOW,0,0.0,LOW,0,0
U0898,21.01,LOW,0,0.0,LOW,0,0
U0899,21.01,LOW,0,0.0,LOW,0,0
U0900,27.0,LOW,0,0.0,LOW,0,0
U0901,22.08,LOW,0,0.0,LOW,0,0
U0902,22.51,LOW,0,0.0,LOW,0,0
U0903,22.5,LOW,0,0.0,LOW,0,0
U0904,22.88,LOW,0,0.0,LOW,0,0
U0905,21.0,LOW,0,0.0,LOW,0,0
U0906,21.0,LOW,0,0.0,LOW,0,0
U0907,21.01,LOW,0,0.0,LOW,0,0
U0908,22.5,LOW,0,0.0,LOW,0,0
U0909,15.0,LOW,0,0.0,LOW,0,0
U0910,24.01,LOW,0,0.0,LOW,0,0
U0911,21.01,LOW,0,0.0,LOW,0,0
U0912,24.75,LOW,0,0.0,LOW,0,0
U0913,22.16,LOW,0,0.0,LOW,0,0
U0914,21.94,LOW,0,0.0,LOW,0,0
U0915,24.96,LOW,0,0.0,LOW,0,0
U0916,21.01,LOW,0,0.0,LOW,0,0
U0917,21.0,LOW,0,0.0,LOW,0,0
U0918,21.01,LOW,0,0.0,LOW,0,0
U0919,22.26,LOW,0,0.0,LOW,0,0
U0920,16.08,LOW,0,0.0,LOW,0,0
U0921,21.95,LOW,0,0.0,LOW,0,0
U0922,22.51,LOW,0,0.0,LOW,0,0
U0923,26.0,LOW,0,0.0,LOW,0,0
U0924,21.01,LOW,0,0.0,LOW,0,0
U0925,27.01,LOW,0,0.0,LOW,0,0
U0926,22.01,LOW,0,0.0,LOW,0,0
U0927,27.01,LOW,0,0.0,LOW,0,0
U0928,21.01,LOW,0,0.0,LOW,0,0
U0929,21.0,LOW,0,0.0,LOW,0,0
U0930,21.01,LOW,0,0.0,LOW,0,0
U0931,21.76,LOW,0,0.0,LOW,0,0
U0932,21.01,LOW,0,0.0,LOW,0,0
U0933,21.0,LOW,0,0.0,LOW,0,0
U0934,24.0,LOW,0,0.0,LOW,0,0
U0935,21.0,LOW,0,0.0,LOW,0,0
U0936,22.16,LOW,0,0.0,LOW,0,0
U0937,22.67,LOW,0,0.0,LOW,0,0
U0938,21.0,LOW,0,0.0,LOW,0,0
U0939,21.01,LOW,0,0.0,LOW,0,0
U0940,23.73,LOW,0,0.0,LOW,0,0
U0941,28.67,LOW,0,0.0,LOW,0,0
U0942,21.01,LOW,0,0.0,LOW,0,0
U0943,21.0,LOW,0,0.0,LOW,0,0
U0944,21.01,LOW,0,0.0,LOW,0,0
U0945,22.37,LOW,0,0.0,LOW,0,0
U0946,28.26,LOW,0,0.0,LOW,0,0
U0947,21.0,LOW,0,0.0,LOW,0,0
U0948,21.01,LOW,0,0.0,LOW,0,0
U0949,21.95,LOW,0,0.0,LOW,0,0
U0950,22.51,LOW,0,0.0,LOW,0,0
U0951,21.01,LOW,0,0.0,LOW,0,0
U0952,21.01,LOW,0,0.0,LOW,0,0
U0953,25.42,LOW,0,0.0,LOW,0,0
U0954,23.82,LOW,0,0.0,LOW,0,0
U0955,16.67,LOW,0,0.0,LOW,0,0
U0956,23.51,LOW,0,0.0,LOW,0,0
U0957,22.26,LOW,0,0.0,LOW,0,0
U0958,22.67,LOW,0,0.0,LOW,0,0
U0959,21.01,LOW,0,0.0,LOW,0,0
U0960,16.16,LOW,0,0.0,LOW,0,0
U0961,22.16,LOW,0,0.0,LOW,0,0
U0962,21.01,LOW,0,0.0,LOW,0,0
U0963,21.0,LOW,0,0.0,LOW,0,0
U0964,21.0,LOW,0,0.0,LOW,0,0
U0965,23.73,LOW,0,0.0,LOW,0,0
U0966,22.67,LOW,0,0.0,LOW,0,0
U0967,21.01,LOW,0,0.0,LOW,0,0
U0968,22.26,LOW,0,0.0,LOW,0,0
U0969,21.01,LOW,0,0.0,LOW,0,0
U0970,22.08,LOW,0,0.0,LOW,0,0
U0971,22.67,LOW,0,0.0,LOW,0,0
U0972,22.37,LOW,0,0.0,LOW,0,0
U0973,21.01,LOW,0,0.0,LOW,0,0
U0974,27.01,LOW,0,0.0,LOW,0,0
U0975,21.0,LOW,0,0.0,LOW,0,0
U0976,27.84,LOW,0,0.0,LOW,0,0
U0977,22.16,LOW,0,0.0,LOW,0,0
U0978,21.0,LOW,0,0.0,LOW,0,0
U0979,24.01,LOW,0,0.0,LOW,0,0
U0980,19.01,LOW,0,0.0,LOW,0,0
U0981,21.01,LOW,0,0.0,LOW,0,0
U0982,21.0,LOW,0,0.0,LOW,0,0
U0983,22.16,LOW,0,0.0,LOW,0,0
U0984,21.01,LOW,0,0.0,LOW,0,0
U0985,21.0,LOW,0,0.0,LOW,0,0
U0986,23.82,LOW,0,0.0,LOW,0,0
U0987,21.01,LOW,0,0.0,LOW,0,0
U0988,21.01,LOW,0,0.0,LOW,0,0
U0989,21.0,LOW,0,0.0,LOW,0,0
U0990,23.73,LOW,0,0.0,LOW,0,0
U0991,23.15,LOW,0,0.0,LOW,0,0
U0992,21.01,LOW,0,0.0,LOW,0,0
U0993,15.01,LOW,0,0.0,LOW,0,0
U0994,21.01,LOW,0,0.0,LOW,0,0
U0995,22.16,LOW,0,0.0,LOW,0,0
U0996,22.88,LOW,0,0.0,LOW,0,0
U0997,21.01,LOW,0,0.0,LOW,0,0
U0998,22.51,LOW,0,0.0,LOW,0,0
U0999,21.0,LOW,0,0.0,LOW,0,0
U1000,21.95,LOW,0,0.0,LOW,0,0
